 Experiment number: ,,#209
 Experiment date: ,,November-22-2022
 Animal Strain: ,,
 Animal Birthdate: ,,November-22-2022
 Color of Animal: ,,White
 Size of Animal: ,,Regular
Analysis Length:,,"0"""
Analysis Start@:,,"0"""
Dstance Traveled:,,    455.14(meters)

Behavior Profile-Behavior List
From Frame,To Frame,Length(frames),Behavior,Comment,
3826561,3826567,6,Remain Low,LeftWall(Night),
3826567,3826576,9,Turn,face-front/back,LeftWall(Night),
3826576,3826666,90,Remain Low,LeftWall(Night),
3826666,3826672,6,Turn,LeftWall(Night),
3826672,3826681,9,Turn,face-front/back,LeftWall(Night),
3826681,3826717,36,Remain Low,LeftWall(Night),
3826717,3826723,6,Turn,LeftWall(Night),
3826723,3826924,201,Remain Low,LeftWall(Night),
3826924,3826930,6,Turn,LeftWall(Night),
3826930,3826954,24,Remain Low,LeftWall(Night),
3826954,3826960,6,Turn,LeftWall(Night),
3826960,3826978,18,Remain Low,LeftWall(Night),
3826978,3826999,21,Turn,face-front/back,LeftWall(Night),
3826999,3827215,216,Pause,LeftWall(Night),
3827215,3827221,6,Turn,LeftWall(Night),
3827221,3827253,32,Remain Low,LeftWall(Night),
3827253,3827395,142,Pause,LeftWall(Night),
3827395,3827401,6,Turn,LeftWall(Night),
3827401,3827407,6,Turn,LeftWall(Night),
3827407,3827419,12,Remain Low,LeftWall(Night),
3827419,3827425,6,Turn,face-front/back,LeftWall(Night),
3827425,3827431,6,Walk Right,Floor(Night),
3827431,3827455,24,Remain Low,Floor(Night),
3827455,3827461,6,Turn,LeftWall(Night),
3827461,3827467,6,Remain Low,LeftWall(Night),
3827467,3827743,276,Pause,(Night),
3827743,3827749,6,Turn,face-front/back,LeftWall(Night),
3827749,3827755,6,Turn,LeftWall(Night),
3827755,3827806,51,Remain Low,LeftWall(Night),
3827806,3827812,6,Turn,face-front/back,LeftWall(Night),
3827812,3827824,12,Remain Low,LeftWall(Night),
3827824,3827836,12,Turn,face-front/back,LeftWall(Night),
3827836,3827854,18,Remain Low,LeftWall(Night),
3827854,3827860,6,Turn,LeftWall(Night),
3827860,3827923,63,Remain Low,LeftWall(Night),
3827923,3827929,6,Turn,face-front/back,LeftWall(Night),
3827929,3827935,6,Turn,LeftWall(Night),
3827935,3827988,53,Remain Low,LeftWall(Night),
3827988,3829531,1543,Pause,LeftWall(Night),
3829531,3829537,6,Turn,face-front/back,LeftWall(Night),
3829537,3829597,60,Remain Low,face-front/back,LeftWall(Night),
3829597,3829603,6,Turn,LeftWall(Night),
3829603,3829729,126,Pause,LeftWall(Night),
3829729,3829735,6,Turn,face-front/back,LeftWall(Night),
3829735,3829771,36,Remain Low,LeftWall(Night),
3829771,3829777,6,Turn,LeftWall(Night),
3829777,3829789,12,Remain Low,LeftWall(Night),
3829789,3829795,6,Turn,face-front/back,LeftWall(Night),
3829795,3829855,60,Remain Low,LeftWall(Night),
3829855,3829861,6,Turn,LeftWall(Night),
3829861,3830119,258,Pause,LeftWall(Night),
3830119,3830125,6,Turn,face-front/back,LeftWall(Night),
3830125,3830131,6,Remain Low,LeftWall(Night),
3830131,3830137,6,Turn,LeftWall(Night),
3830137,3830185,48,Remain Low,LeftWall(Night),
3830185,3830212,27,Turn,LeftWall(Night),
3830212,3830236,24,Remain Low,LeftWall(Night),
3830236,3830242,6,Turn,LeftWall(Night),
3830242,3830680,438,Pause,LeftWall(Night),
3830680,3830686,6,Turn,LeftWall(Night),
3830686,3830740,54,Remain Low,LeftWall(Night),
3830740,3830746,6,Turn,face-front/back,LeftWall(Night),
3830746,3830752,6,Remain Low,LeftWall(Night),
3830752,3830758,6,Turn,LeftWall(Night),
3830758,3830770,12,Remain Low,LeftWall(Night),
3830770,3830776,6,Turn,face-front/back,LeftWall(Night),
3830776,3830782,6,Turn,LeftWall(Night),
3830782,3830788,6,Turn,LeftWall(Night),
3830788,3830794,6,Turn,LeftWall(Night),
3830794,3830818,24,Remain Low,LeftWall(Night),
3830818,3830827,9,Turn,LeftWall(Night),
3830827,3830833,6,Turn,LeftWall(Night),
3830833,3831055,222,Pause,LeftWall(Night),
3831055,3831061,6,Turn,face-front/back,LeftWall(Night),
3831061,3831091,30,Remain Low,LeftWall(Night),
3831091,3831097,6,Turn,LeftWall(Night),
3831097,3831325,228,Pause,LeftWall(Night),
3831325,3831331,6,Turn,face-front/back,LeftWall(Night),
3831331,3831385,54,Remain Low,LeftWall(Night),
3831385,3831391,6,Turn,LeftWall(Night),
3831391,3831570,179,Remain Low,LeftWall(Night),
3831570,3834109,2539,Pause,LeftWall(Night),
3834109,3834121,12,Remain Low,LeftWall(Night),
3834121,3834127,6,Turn,face-front/back,LeftWall(Night),
3834127,3834331,204,Pause,LeftWall(Night),
3834331,3834337,6,Turn,LeftWall(Night),
3834337,3834379,42,Remain Low,LeftWall(Night),
3834379,3834385,6,Turn,face-front/back,LeftWall(Night),
3834385,3834391,6,Turn,LeftWall(Night),
3834391,3839933,5542,Pause,LeftWall(Night),
3839933,3839935,2,Remain Low,LeftWall(Night),
3839935,3840352,417,Pause,,
3840352,3840365,13,Remain Low,,
3840365,3840873,508,Pause,LeftWall(Night),
3840873,3840888,15,Remain Low,LeftWall(Night),
3840888,3841079,191,Pause,LeftWall(Night),
3841079,3841090,11,Turn,face-front/back,Floor(Night),
3841090,3841096,6,Turn,Floor(Night),
3841096,3841138,42,Remain Low,LeftWall(Night),
3841138,3841150,12,Turn,Floor(Night),
3841150,3841156,6,Turn,face-front/back,Floor(Night),
3841156,3841162,6,Turn,Floor(Night),
3841162,3841174,12,Remain Low,Floor(Night),
3841174,3841180,6,Turn,face-front/back,Floor(Night),
3841180,3841186,6,Remain Low,Floor(Night),
3841186,3841192,6,Turn,Floor(Night),
3841192,3841201,9,Turn,face-front/back,Floor(Night),
3841201,3841267,66,Remain Low,Floor(Night),
3841267,3841279,12,Turn,face-front/back,Floor(Night),
3841279,3841440,161,Pause,Floor(Night),
3841440,3841591,151,Remain Low,Night,
3841591,3841597,6,Turn,Floor(Night),
3841597,3841603,6,Remain Low,Floor(Night),
3841603,3841609,6,Turn,face-front/back,Floor(Night),
3841609,3841615,6,Remain Low,Floor(Night),
3841615,3841627,12,Turn,face-front/back,Floor(Night),
3841627,3841633,6,Remain Low,Floor(Night),
3841633,3841645,12,Turn,face-front/back,Floor(Night),
3841645,3841651,6,Turn,Floor(Night),
3841651,3841663,12,Remain Low,Floor(Night),
3841663,3841669,6,Turn,face-front/back,Floor(Night),
3841669,3841717,48,Remain Low,Floor(Night),
3841717,3841723,6,Walk Slowly,Floor(Night),
3841723,3841732,9,Remain Low,Floor(Night),
3841732,3841741,9,Walk Slowly,Floor(Night),
3841741,3841744,3,Remain Low,Floor(Night),
3841744,3841882,138,Pause,,
3841882,3841899,17,Remain Low,,
3841899,3843997,2098,Pause,Floor(Night),
3843997,3844003,6,Walk Slowly,Floor(Night),
3844003,3844091,88,Remain Low,Floor(Night),
3844091,3844255,164,Pause,,
3844255,3844267,12,Walk Slowly,Floor(Night),
3844267,3844274,7,Remain Low,Floor(Night),
3844274,3844555,281,Pause,,
3844555,3844561,6,Walk Slowly,Floor(Night),
3844561,3844566,5,Remain Low,Floor(Night),
3844566,3844855,289,Pause,,
3844855,3844861,6,Walk Slowly,Floor(Night),
3844861,3844866,5,Remain Low,Floor(Night),
3844866,3845455,589,Pause,,
3845455,3845461,6,Walk Slowly,Floor(Night),
3845461,3845467,6,Remain Low,Floor(Night),
3845467,3845473,6,Walk Slowly,Floor(Night),
3845473,3845482,9,Remain Low,Floor(Night),
3845482,3845661,179,Pause,,
3845661,3845707,46,Remain Low,,
3845707,3846955,1248,Pause,Floor(Night),
3846955,3846961,6,Turn,Floor(Night),
3846961,3846967,6,Turn,Floor(Night),
3846967,3846987,20,Remain Low,Floor(Night),
3846987,3847855,868,Pause,,
3847855,3847867,12,Walk Slowly,Floor(Night),
3847867,3847873,6,Remain Low,Floor(Night),
3847873,3848065,192,Pause,Night,
3848065,3848071,6,Turn,Floor(Night),
3848071,3848077,6,Turn,face-front/back,Floor(Night),
3848077,3848083,6,Turn,Floor(Night),
3848083,3848089,6,Remain Low,Floor(Night),
3848089,3848095,6,Turn,face-front/back,Floor(Night),
3848095,3848167,72,Remain Low,Floor(Night),
3848167,3848173,6,Turn,LeftWall(Night),
3848173,3848182,9,Turn,face-front/back,Floor(Night),
3848182,3848188,6,Turn,LeftWall(Night),
3848188,3848269,81,Remain Low,LeftWall(Night),
3848269,3848290,21,Unknown Behavior,LeftWall(Night),
3848290,3848302,12,Remain Low,LeftWall(Night),
3848302,3848308,6,Turn,face-front/back,LeftWall(Night),
3848308,3848314,6,Remain Low,LeftWall(Night),
3848314,3848320,6,Turn,LeftWall(Night),
3848320,3848326,6,Turn,face-front/back,LeftWall(Night),
3848326,3848362,36,Remain Low,LeftWall(Night),
3848362,3848368,6,Turn,LeftWall(Night),
3848368,3848374,6,Remain Low,LeftWall(Night),
3848374,3848380,6,Turn,face-front/back,LeftWall(Night),
3848380,3848392,12,Remain Low,LeftWall(Night),
3848392,3848398,6,Turn,face-front/back,LeftWall(Night),
3848398,3848404,6,Turn,LeftWall(Night),
3848404,3848410,6,Turn,face-front/back,LeftWall(Night),
3848410,3848423,13,Remain Low,LeftWall(Night),
3848594,3848935,341,Groom,B_L<-PLF<-HdW,LeftWall(Night),
3848935,3848977,42,Remain Low,LeftWall(Night),
3848977,3849152,175,Pause,LeftWall(Night),
3849152,3849158,6,Walk Slowly,LeftWall(Night),
3849158,3849164,6,Turn,LeftWall(Night),
3849164,3849209,45,Remain Low,LeftWall(Night),
3849209,3849215,6,Turn,LeftWall(Night),
3849215,3849233,18,Remain Low,Floor(Night),
3849233,3849239,6,Walk Slowly,Floor(Night),
3849239,3849610,371,Groom,PLF,Floor(Night),
3849610,3849737,127,Remain Low,Floor(Night),
3849737,3849743,6,Turn,Floor(Night),
3849743,3849749,6,Remain Low,Floor(Night),
3849749,3849755,6,Turn,Floor(Night),
3849755,3849797,42,Remain Low,Floor(Night),
3849797,3849803,6,Walk Slowly,Floor(Night),
3849803,3849809,6,Walk Right,Floor(Night),
3849809,3849830,21,Stretch Body,RightWall(Night),
3849830,3849941,111,Remain Low,RightWall(Night),
3849941,3849956,15,Stretch Body,RightWall(Night),
3849956,3849983,27,Remain Low,RightWall(Night),
3849983,3850004,21,Stretch Body,RightWall(Night),
3850004,3850013,9,Remain Low,RightWall(Night),
3850013,3850085,72,Stretch Body,RightWall(Night),
3850085,3850091,6,Stationary,RightWall(Night),
3850091,3850097,6,Remain Low,RightWall(Night),
3850097,3850103,6,Turn,face-front/back,Floor(Night),
3850103,3850364,261,Remain Low,RightWall(Night),
3850364,3850490,126,Pause,Night,
3850490,3850493,3,Remain Low,,
3850493,3850499,6,Turn,RightWall(Night),
3850499,3850616,117,Remain Low,RightWall(Night),
3850616,3850622,6,Turn,face-front/back,OnBedding(Night),
3850622,3850635,13,Remain Low,RightWall(Night),
3850635,3850767,132,Pause,RightWall(Night),
3850767,3850820,53,Remain Low,,
3850820,3851528,708,Pause,RightWall(Night),
3851528,3851558,30,Remain Low,RightWall(Night),
3851558,3851618,60,Stretch Body,RightWall(Night),
3851618,3851639,21,Unknown Behavior,RightWall(Night),
3851639,3851681,42,Remain Low,RightWall(Night),
3851681,3851799,118,Pause,Night,
3851799,3851813,14,Remain Low,,
3851813,3851819,6,Turn,RightWall(Night),
3851819,3851872,53,Remain Low,RightWall(Night),
3851872,3852263,391,Pause,(Night),
3852263,3852269,6,Turn,face-front/back,RightWall(Night),
3852269,3852323,54,Remain Low,RightWall(Night),
3852323,3852329,6,Turn,RightWall(Night),
3852329,3852333,4,Remain Low,RightWall(Night),
3852333,3852521,188,Pause,(Night),
3852521,3852527,6,Turn,face-front/back,RightWall(Night),
3852527,3852563,36,Remain Low,RightWall(Night),
3852563,3852569,6,Turn,RightWall(Night),
3852569,3852626,57,Remain Low,RightWall(Night),
3852626,3852812,186,Pause,(Night),
3852812,3853013,201,Remain Low,,
3853013,3853019,6,Turn,face-front/back,Floor(Night),
3853019,3853031,12,Remain Low,Floor(Night),
3853031,3853037,6,Turn,RightWall(Night),
3853037,3853067,30,Remain Low,Floor(Night),
3853067,3853073,6,Turn,face-front/back,Floor(Night),
3853073,3853079,6,Remain Low,RightWall(Night),
3853079,3853085,6,Turn,RightWall(Night),
3853085,3853283,198,Remain Low,RightWall(Night),
3853283,3853289,6,Turn,face-front/back,RightWall(Night),
3853289,3853295,6,Turn,RightWall(Night),
3853295,3853313,18,Remain Low,RightWall(Night),
3853313,3853319,6,Turn,face-front/back,RightWall(Night),
3853319,3853361,42,Remain Low,RightWall(Night),
3853361,3853367,6,Turn,RightWall(Night),
3853367,3853388,21,Remain Low,RightWall(Night),
3853388,3853394,6,Turn,face-front/back,RightWall(Night),
3853394,3853436,42,Remain Low,RightWall(Night),
3853436,3853448,12,Turn,face-front/back,RightWall(Night),
3853448,3853454,6,Remain Low,RightWall(Night),
3853454,3853460,6,Turn,RightWall(Night),
3853460,3853496,36,Remain Low,RightWall(Night),
3853496,3853502,6,Turn,RightWall(Night),
3853502,3853536,34,Remain Low,RightWall(Night),
3853536,3853550,14,Turn,face-front/back,RightWall(Night),
3853550,3853586,36,Remain Low,RightWall(Night),
3853586,3853592,6,Turn,RightWall(Night),
3853592,3853598,6,Remain Low,RightWall(Night),
3853598,3853604,6,Turn,face-front/back,RightWall(Night),
3853604,3853610,6,Remain Low,RightWall(Night),
3853610,3853616,6,Turn,face-front/back,RightWall(Night),
3853616,3853670,54,Remain Low,RightWall(Night),
3853670,3853676,6,Turn,RightWall(Night),
3853676,3853682,6,Turn,face-front/back,RightWall(Night),
3853682,3853922,240,Remain Low,RightWall(Night),
3853922,3853928,6,Turn,RightWall(Night),
3853928,3854204,276,Remain Low,RightWall(Night),
3854204,3854210,6,Turn,face-front/back,RightWall(Night),
3854210,3854426,216,Remain Low,RightWall(Night),
3854426,3854432,6,Turn,RightWall(Night),
3854432,3854438,6,Turn,face-front/back,RightWall(Night),
3854438,3854444,6,Remain Low,RightWall(Night),
3854444,3854450,6,Turn,RightWall(Night),
3854450,3854462,12,Remain Low,RightWall(Night),
3854462,3854468,6,Turn,face-front/back,RightWall(Night),
3854468,3854492,24,Remain Low,RightWall(Night),
3854492,3854498,6,Turn,face-front/back,RightWall(Night),
3854498,3854523,25,Remain Low,Floor(Night),
3854836,3855235,399,Groom,HdW,RightWall(Night),
3855235,3855272,37,Remain Low,face-front/back,RightWall(Night),
3855272,3855278,6,Turn,face-front/back,RightWall(Night),
3855278,3855302,24,Remain Low,RightWall(Night),
3855302,3855308,6,Turn,RightWall(Night),
3855308,3855317,9,Turn,face-front/back,Floor(Night),
3855317,3855365,48,Remain Low,RightWall(Night),
3855365,3855371,6,Turn,face-front/back,RightWall(Night),
3855371,3855731,360,Remain Low,RightWall(Night),
3855731,3855743,12,Turn,RightWall(Night),
3855743,3855983,240,Remain Low,RightWall(Night),
3855983,3855999,16,Unknown Behavior,,
3855999,3856005,6,Rear up Partially,RightWall(Night),
3856005,3856011,6,Come Down From Partially Reared,RightWall(Night),
3856139,3856525,386,Groom,PLF,Floor(Night),
3856525,3856532,7,Stretch Body,Floor(Night),
3856532,3856547,15,Unknown Behavior,Floor(Night),
3856547,3856577,30,Remain Low,Floor(Night),
3856577,3856583,6,Turn,Floor(Night),
3856583,3856601,18,Remain Low,Floor(Night),
3856601,3856607,6,Turn,Floor(Night),
3856607,3856613,6,Turn,Floor(Night),
3856613,3856655,42,Remain Low,Floor(Night),
3856655,3857168,513,Groom,PLF<-HdW,RightWall(Night),
3857168,3857215,47,Remain Low,Floor(Night),
3857215,3857226,11,Turn,RightWall(Night),
3857226,3857418,192,Remain Low,face-front/back,RightWall(Night),
3857418,3857424,6,Turn,RightWall(Night),
3857424,3857448,24,Remain Low,RightWall(Night),
3857448,3857454,6,Turn,RightWall(Night),
3857454,3857460,6,Turn,RightWall(Night),
3857460,3857466,6,Remain Low,RightWall(Night),
3857466,3857472,6,Turn,RightWall(Night),
3857472,3857478,6,Turn,RightWall(Night),
3857478,3857487,9,Turn,face-front/back,RightWall(Night),
3857487,3857493,6,Remain Low,RightWall(Night),
3857493,3857499,6,Turn,RightWall(Night),
3857499,3857523,24,Remain Low,RightWall(Night),
3857523,3857541,18,Stretch Body,RightWall(Night),
3857541,3857571,30,Remain Low,RightWall(Night),
3857571,3857580,9,Stretch Body,RightWall(Night),
3857580,3857607,27,Remain Low,RightWall(Night),
3857607,3857616,9,Turn,face-front/back,RightWall(Night),
3857616,3857625,9,Remain Low,RightWall(Night),
3857625,3857649,24,Stretch Body,RightWall(Night),
3857649,3857736,87,Remain Low,RightWall(Night),
3857736,3857760,24,Unknown Behavior,RightWall(Night),
3857760,3857769,9,Turn,face-front/back,RightWall(Night),
3857769,3857835,66,Remain Low,RightWall(Night),
3857835,3857841,6,Turn,RightWall(Night),
3857841,3857859,18,Remain Low,RightWall(Night),
3857859,3857904,45,Stretch Body,RightWall(Night),
3857904,3857931,27,Remain Low,RightWall(Night),
3857931,3857940,9,Turn,face-front/back,RightWall(Night),
3857940,3858000,60,Remain Low,RightWall(Night),
3858000,3858006,6,Turn,RightWall(Night),
3858006,3858042,36,Remain Low,RightWall(Night),
3858042,3858048,6,Turn,face-front/back,RightWall(Night),
3858048,3858054,6,Turn,RightWall(Night),
3858054,3858060,6,Turn,face-front/back,RightWall(Night),
3858060,3858066,6,Remain Low,RightWall(Night),
3858066,3858072,6,Turn,RightWall(Night),
3858072,3858078,6,Remain Low,RightWall(Night),
3858078,3858084,6,Turn,face-front/back,RightWall(Night),
3858084,3858096,12,Remain Low,RightWall(Night),
3858096,3858102,6,Turn,RightWall(Night),
3858102,3858147,45,Remain Low,RightWall(Night),
3858147,3858153,6,Turn,face-front/back,RightWall(Night),
3858153,3858183,30,Remain Low,RightWall(Night),
3858183,3858189,6,Turn,RightWall(Night),
3858189,3858237,48,Remain Low,RightWall(Night),
3858237,3858243,6,Turn,face-front/back,RightWall(Night),
3858243,3858267,24,Remain Low,RightWall(Night),
3858267,3858273,6,Turn,RightWall(Night),
3858273,3858279,6,Turn,face-front/back,RightWall(Night),
3858279,3858285,6,Remain Low,RightWall(Night),
3858285,3858291,6,Turn,RightWall(Night),
3858291,3858309,18,Remain Low,RightWall(Night),
3858309,3858327,18,Stretch Body,RightWall(Night),
3858327,3858426,99,Remain Low,RightWall(Night),
3858426,3858435,9,Stretch Body,RightWall(Night),
3858435,3858456,21,Remain Low,RightWall(Night),
3858456,3858465,9,Turn,face-front/back,RightWall(Night),
3858465,3858483,18,Remain Low,RightWall(Night),
3858483,3858489,6,Turn,RightWall(Night),
3858489,3858495,6,Turn,face-front/back,RightWall(Night),
3858495,3858711,216,Remain Low,RightWall(Night),
3858711,3858717,6,Turn,RightWall(Night),
3858717,3858771,54,Remain Low,RightWall(Night),
3858771,3858777,6,Turn,face-front/back,RightWall(Night),
3858777,3858789,12,Remain Low,RightWall(Night),
3858789,3858795,6,Turn,RightWall(Night),
3858795,3858801,6,Remain Low,RightWall(Night),
3858801,3858843,42,Stretch Body,RightWall(Night),
3858843,3858849,6,Stationary,RightWall(Night),
3858849,3858945,96,Remain Low,RightWall(Night),
3858945,3858954,9,Stationary,RightWall(Night),
3858954,3858960,6,Turn,face-front/back,RightWall(Night),
3858960,3858972,12,Remain Low,RightWall(Night),
3858972,3858978,6,Turn,RightWall(Night),
3858978,3858984,6,Turn,face-front/back,RightWall(Night),
3858984,3859080,96,Remain Low,RightWall(Night),
3859080,3859086,6,Turn,RightWall(Night),
3859086,3859110,24,Remain Low,RightWall(Night),
3859110,3859116,6,Turn,face-front/back,RightWall(Night),
3859116,3859122,6,Remain Low,RightWall(Night),
3859122,3859134,12,Turn,face-front/back,RightWall(Night),
3859134,3859230,96,Remain Low,RightWall(Night),
3859230,3859236,6,Turn,RightWall(Night),
3859236,3859272,36,Remain Low,RightWall(Night),
3859272,3859281,9,Turn,face-front/back,RightWall(Night),
3859281,3859310,29,Remain Low,RightWall(Night),
3859310,3859407,97,Pause,Night,
3859407,3859413,6,Turn,RightWall(Night),
3859413,3859443,30,Remain Low,RightWall(Night),
3859443,3859452,9,Turn,face-front/back,RightWall(Night),
3859452,3859476,24,Remain Low,RightWall(Night),
3859476,3859482,6,Turn,RightWall(Night),
3859482,3859494,12,Remain Low,RightWall(Night),
3859494,3859611,117,Stretch Body,RightWall(Night),
3859611,3859632,21,Remain Low,RightWall(Night),
3859632,3859650,18,Unknown Behavior,RightWall(Night),
3859650,3859668,18,Remain Low,RightWall(Night),
3859668,3859674,6,Turn,face-front/back,RightWall(Night),
3859674,3859758,84,Remain Low,RightWall(Night),
3859758,3859764,6,Turn,RightWall(Night),
3859764,3859776,12,Stretch Body,RightWall(Night),
3859776,3859872,96,Remain Low,RightWall(Night),
3859872,3859893,21,Unknown Behavior,RightWall(Night),
3859893,3859905,12,Remain Low,RightWall(Night),
3859905,3859914,9,Turn,face-front/back,RightWall(Night),
3859914,3859920,6,Turn,RightWall(Night),
3859920,3859926,6,Remain Low,RightWall(Night),
3859926,3859932,6,Turn,face-front/back,RightWall(Night),
3859932,3859938,6,Remain Low,RightWall(Night),
3859938,3859944,6,Turn,RightWall(Night),
3859944,3859962,18,Remain Low,RightWall(Night),
3859962,3859968,6,Turn,face-front/back,RightWall(Night),
3859968,3859974,6,Turn,RightWall(Night),
3859974,3859983,9,Turn,face-front/back,RightWall(Night),
3859983,3860037,54,Remain Low,RightWall(Night),
3860037,3860043,6,Turn,face-front/back,RightWall(Night),
3860043,3860049,6,Turn,RightWall(Night),
3860049,3860055,6,Turn,face-front/back,RightWall(Night),
3860055,3860097,42,Remain Low,RightWall(Night),
3860097,3860107,10,Turn,RightWall(Night),
3860107,3860160,53,Remain Low,RightWall(Night),
3860160,3860166,6,Turn,face-front/back,RightWall(Night),
3860166,3860172,6,Turn,RightWall(Night),
3860172,3860184,12,Remain Low,RightWall(Night),
3860184,3860190,6,Turn,face-front/back,RightWall(Night),
3860190,3860196,6,Remain Low,RightWall(Night),
3860196,3860202,6,Turn,RightWall(Night),
3860202,3860238,36,Remain Low,RightWall(Night),
3860238,3860244,6,Turn,face-front/back,RightWall(Night),
3860244,3860262,18,Remain Low,RightWall(Night),
3860262,3860268,6,Turn,RightWall(Night),
3860268,3860286,18,Remain Low,RightWall(Night),
3860286,3860295,9,Turn,RightWall(Night),
3860295,3860307,12,Turn,face-front/back,RightWall(Night),
3860307,3860403,96,Remain Low,RightWall(Night),
3860403,3860409,6,Turn,RightWall(Night),
3860409,3860421,12,Remain Low,RightWall(Night),
3860421,3860430,9,Turn,face-front/back,RightWall(Night),
3860430,3860478,48,Remain Low,RightWall(Night),
3860478,3860484,6,Turn,RightWall(Night),
3860484,3860514,30,Remain Low,RightWall(Night),
3860514,3860520,6,Turn,face-front/back,RightWall(Night),
3860520,3860550,30,Remain Low,RightWall(Night),
3860550,3860556,6,Turn,RightWall(Night),
3860556,3860562,6,Remain Low,RightWall(Night),
3860562,3860568,6,Turn,face-front/back,RightWall(Night),
3860568,3860610,42,Remain Low,RightWall(Night),
3860610,3860616,6,Turn,RightWall(Night),
3860616,3860685,69,Remain Low,RightWall(Night),
3860685,3860691,6,Turn,face-front/back,RightWall(Night),
3860691,3860731,40,Remain Low,RightWall(Night),
3860731,3860823,92,Pause,Night,
3860823,3860833,10,Turn,RightWall(Night),
3860833,3860856,23,Remain Low,RightWall(Night),
3860856,3860862,6,Turn,RightWall(Night),
3860862,3860886,24,Remain Low,RightWall(Night),
3860886,3860892,6,Turn,RightWall(Night),
3860892,3860916,24,Remain Low,RightWall(Night),
3860916,3860937,21,Unknown Behavior,RightWall(Night),
3860937,3860943,6,Turn,face-front/back,RightWall(Night),
3860943,3860967,24,Remain Low,RightWall(Night),
3860967,3860973,6,Turn,RightWall(Night),
3860973,3861033,60,Remain Low,RightWall(Night),
3861033,3861039,6,Turn,face-front/back,RightWall(Night),
3861039,3861045,6,Turn,RightWall(Night),
3861045,3861054,9,Turn,face-front/back,RightWall(Night),
3861054,3861060,6,Remain Low,RightWall(Night),
3861060,3861066,6,Turn,RightWall(Night),
3861066,3861072,6,Turn,face-front/back,RightWall(Night),
3861072,3861078,6,Remain Low,RightWall(Night),
3861078,3861084,6,Turn,RightWall(Night),
3861084,3861168,84,Remain Low,RightWall(Night),
3861168,3861174,6,Turn,face-front/back,RightWall(Night),
3861174,3861192,18,Remain Low,RightWall(Night),
3861192,3861198,6,Turn,RightWall(Night),
3861198,3861234,36,Remain Low,RightWall(Night),
3861234,3861240,6,Turn,face-front/back,RightWall(Night),
3861240,3861330,90,Remain Low,RightWall(Night),
3861330,3861336,6,Turn,RightWall(Night),
3861336,3861354,18,Remain Low,RightWall(Night),
3861354,3861360,6,Turn,face-front/back,RightWall(Night),
3861360,3861384,24,Remain Low,RightWall(Night),
3861384,3861390,6,Turn,RightWall(Night),
3861390,3861399,9,Turn,face-front/back,RightWall(Night),
3861399,3861477,78,Remain Low,RightWall(Night),
3861477,3861483,6,Turn,RightWall(Night),
3861483,3861537,54,Remain Low,RightWall(Night),
3861537,3861546,9,Turn,face-front/back,RightWall(Night),
3861546,3861552,6,Remain Low,RightWall(Night),
3861552,3861558,6,Turn,RightWall(Night),
3861558,3861738,180,Remain Low,RightWall(Night),
3861738,3861747,9,Stretch Body,RightWall(Night),
3861747,3861756,9,Remain Low,RightWall(Night),
3861756,3861765,9,Turn,RightWall(Night),
3861765,3861771,6,Turn,RightWall(Night),
3861771,3861801,30,Remain Low,RightWall(Night),
3861801,3861807,6,Turn,face-front/back,RightWall(Night),
3861807,3861813,6,Turn,RightWall(Night),
3861813,3861819,6,Turn,RightWall(Night),
3861819,3861825,6,Turn,RightWall(Night),
3861825,3861831,6,Turn,face-front/back,RightWall(Night),
3861831,3861849,18,Remain Low,RightWall(Night),
3861849,3861855,6,Turn,RightWall(Night),
3861855,3861870,15,Turn,face-front/back,RightWall(Night),
3861870,3861876,6,Turn,RightWall(Night),
3861876,3861885,9,Turn,face-front/back,RightWall(Night),
3861885,3861909,24,Remain Low,RightWall(Night),
3861909,3861915,6,Turn,RightWall(Night),
3861915,3861939,24,Remain Low,RightWall(Night),
3861939,3861945,6,Turn,face-front/back,RightWall(Night),
3861945,3861951,6,Turn,RightWall(Night),
3861951,3861957,6,Turn,face-front/back,RightWall(Night),
3861957,3862005,48,Remain Low,RightWall(Night),
3862005,3862015,10,Turn,RightWall(Night),
3862015,3862050,35,Remain Low,RightWall(Night),
3862050,3862056,6,Turn,face-front/back,RightWall(Night),
3862056,3862062,6,Remain Low,RightWall(Night),
3862062,3862068,6,Turn,face-front/back,RightWall(Night),
3862068,3862074,6,Turn,RightWall(Night),
3862074,3862086,12,Remain Low,RightWall(Night),
3862086,3862092,6,Turn,face-front/back,RightWall(Night),
3862092,3862158,66,Remain Low,RightWall(Night),
3862158,3862168,10,Turn,RightWall(Night),
3862168,3862272,104,Remain Low,RightWall(Night),
3862272,3862278,6,Turn,RightWall(Night),
3862278,3862296,18,Remain Low,RightWall(Night),
3862296,3862302,6,Turn,RightWall(Night),
3862302,3862374,72,Remain Low,RightWall(Night),
3862374,3862380,6,Turn,RightWall(Night),
3862380,3862422,42,Remain Low,RightWall(Night),
3862422,3862428,6,Turn,RightWall(Night),
3862428,3862434,6,Turn,face-front/back,RightWall(Night),
3862434,3862440,6,Remain Low,RightWall(Night),
3862440,3862446,6,Turn,RightWall(Night),
3862446,3862466,20,Remain Low,RightWall(Night),
3862709,3863046,337,Groom,PLF<-HdW,RightWall(Night),
3863046,3863057,11,Remain Low,RightWall(Night),
3863057,3863068,11,Turn,RightWall(Night),
