 Experiment number: ,,#200
 Experiment date: ,,November-9-2022
 Animal Strain: ,,
 Animal Birthdate: ,,November-9-2022
 Color of Animal: ,,White
 Size of Animal: ,,Regular
Analysis Length:,,"163:59'18"""
Analysis Start@:,,"159:59'19"""
Dstance Traveled:,,    432.18(meters)

Behavior Profile-Behavior List
From Frame,To Frame,Length(frames),Behavior,Comment,
9639165,9639171,6,Turn,LeftWall(Night),
9639171,9639494,323,Remain Low,LeftWall(Night),
9639494,9639805,311,Groom,PLF,LeftWall(Night),
9639805,9640130,325,Remain Low,LeftWall(Night),
9640130,9640139,9,Turn,face-front/back,LeftWall(Night),
9640139,9640151,12,Remain Low,LeftWall(Night),
9640151,9640157,6,Turn,LeftWall(Night),
9640157,9640442,285,Remain Low,LeftWall(Night),
9640442,9644476,4034,Sleep,LeftWall(Night),
9644476,9644599,123,Twitch,LeftWall(Night),
9644599,9644637,38,Sleep,LeftWall(Night),
9644637,9644873,236,Twitch,LeftWall(Night),
9644873,9647097,2224,Sleep,LeftWall(Night),
9647097,9647170,73,Twitch,LeftWall(Night),
9647170,9647218,48,Sleep,LeftWall(Night),
9647218,9647239,21,Twitch,LeftWall(Night),
9647239,9647275,36,Sleep,LeftWall(Night),
9647275,9647387,112,Twitch,LeftWall(Night),
9647387,9647442,55,Sleep,LeftWall(Night),
9647442,9647555,113,Twitch,LeftWall(Night),
9647555,9647764,209,Sleep,LeftWall(Night),
9647764,9647822,58,Twitch,LeftWall(Night),
9647822,9647860,38,Sleep,LeftWall(Night),
9647860,9648160,300,Twitch,Floor(Night),
9648160,9648161,1,Awaken,LeftWall(Night),
9648161,9648210,49,Remain Low,Floor(Night),
9648210,9648216,6,Rear up Partially,Floor(Night),
9648216,9648228,12,Remain Partially Reared,Floor(Night),
9648228,9648234,6,Rear up Full From Partial,Floor(Night),
9648234,9648348,114,Sniff,Floor(Night),
9648348,9648354,6,Come Down To Partially Reared,Floor(Night),
9648354,9648474,120,Remain Partially Reared,Floor(Night),
9648474,9648480,6,Come Down From Partially Reared,Floor(Night),
9648480,9648486,6,Remain Low,Floor(Night),
9648486,9648492,6,Turn,Floor(Night),
9648492,9648516,24,Remain Low,Floor(Night),
9648516,9648669,153,Stretch Body,RightWall(Night),
9648669,9648684,15,Remain Low,RightWall(Night),
9648684,9648699,15,Unknown Behavior,RightWall(Night),
9648699,9648717,18,Remain Low,RightWall(Night),
9648717,9648744,27,Stretch Body,RightWall(Night),
9648744,9648771,27,Remain Low,RightWall(Night),
9648771,9648783,12,Rear up Partially,RightWall(Night),
9648783,9648795,12,Stretch Body,RightWall(Night),
9648795,9648817,22,Unknown Behavior,,
9648817,9648829,12,Stretch Body,RightWall(Night),
9648829,9648856,27,Remain Low,RightWall(Night),
9648856,9648862,6,Rear up Partially,RightWall(Night),
9648862,9648868,6,Remain Partially Reared,RightWall(Night),
9648868,9648874,6,Come Down From Partially Reared,RightWall(Night),
9648874,9648904,30,Remain Low,RightWall(Night),
9648904,9648910,6,Turn,RightWall(Night),
9648910,9649271,361,Groom,PLF,RightWall(Night),
9649271,9649296,25,Sniff,RightWall(Night),
9649296,9649302,6,Come Down To Partially Reared,RightWall(Night),
9649302,9649308,6,Remain Partially Reared,RightWall(Night),
9649308,9649314,6,Come Down From Partially Reared,RightWall(Night),
9649314,9649324,10,Turn,RightWall(Night),
9649324,9649335,11,Remain Low,RightWall(Night),
9649335,9649344,9,Rear up Partially,RightWall(Night),
9649344,9649366,22,Remain Partially Reared,RightWall(Night),
9649366,9649401,35,Remain Low,RightWall(Night),
9649401,9649410,9,Rear up Partially,RightWall(Night),
9649410,9649419,9,Remain Partially Reared,RightWall(Night),
9649419,9649461,42,Stretch Body,RightWall(Night),
9649461,9649470,9,Remain Partially Reared,RightWall(Night),
9649470,9649476,6,Come Down From Partially Reared,RightWall(Night),
9649476,9649542,66,Remain Low,RightWall(Night),
9649542,9649548,6,Turn,RightWall(Night),
9649548,9649560,12,Remain Low,RightWall(Night),
9649560,9649566,6,Turn,RightWall(Night),
9649566,9649572,6,Turn,RightWall(Night),
9649572,9649581,9,Turn,RightWall(Night),
9649581,9649779,198,Remain Low,RightWall(Night),
9649779,9649785,6,Turn,RightWall(Night),
9649785,9649797,12,Remain Low,RightWall(Night),
9649797,9649803,6,Walk Slowly,RightWall(Night),
9649803,9649830,27,Stretch Body,Floor(Night),
9649830,9649836,6,Stationary,Floor(Night),
9649836,9649842,6,Remain Low,Floor(Night),
9649842,9649875,33,Unknown Behavior,Floor(Night),
9649875,9649926,51,Remain Low,Floor(Night),
9649926,9649950,24,Unknown Behavior,Floor(Night),
9649950,9649962,12,Remain Low,Floor(Night),
9649962,9649971,9,Stretch Body,Floor(Night),
9649971,9650010,39,Remain Low,Floor(Night),
9650010,9650016,6,Rear up Partially,Floor(Night),
9650016,9650022,6,Come Down From Partially Reared,Floor(Night),
9650022,9650065,43,Remain Low,LeftWall(Night),
9650065,9650469,404,Groom,PLF,LeftWall(Night),
9650469,9650560,91,Remain Low,LeftWall(Night),
9650560,9650566,6,Rear up Partially,LeftWall(Night),
9650566,9650575,9,Come Down From Partially Reared,LeftWall(Night),
9650575,9650590,15,Remain Low,LeftWall(Night),
9650590,9650599,9,Rear up Partially,LeftWall(Night),
9650599,9650623,24,Remain Low,LeftWall(Night),
9650623,9650629,6,Rear up Partially,LeftWall(Night),
9650629,9650635,6,Come Down From Partially Reared,LeftWall(Night),
9650635,9650653,18,Remain Low,LeftWall(Night),
9650653,9650659,6,Rear up Partially,LeftWall(Night),
9650659,9650665,6,Come Down From Partially Reared,LeftWall(Night),
9650665,9650800,135,Remain Low,LeftWall(Night),
9650800,9650955,155,Pause,,
9650955,9652143,1188,Remain Low,LeftWall(Night),
9652143,9653365,1222,Sleep,LeftWall(Night),
9653365,9653384,19,Twitch,LeftWall(Night),
9653384,9662281,8897,Sleep,LeftWall(Night),
9662281,9662403,122,Awaken,LeftWall(Night),
9662403,9662409,6,Rear up Partially,LeftWall(Night),
9662409,9662415,6,Come Down From Partially Reared,LeftWall(Night),
9662415,9662506,91,Remain Low,LeftWall(Night),
9662506,9673203,10697,Sleep,LeftWall(Night),
9673203,9673217,14,Twitch,LeftWall(Night),
9673217,9673272,55,Sleep,LeftWall(Night),
9673272,9673291,19,Twitch,LeftWall(Night),
9673291,9678226,4935,Sleep,LeftWall(Night),
9678226,9678253,27,Twitch,,
9678253,9702788,24535,Sleep,LeftWall(Night),
9702788,9702902,114,Twitch,LeftWall(Night),
9702902,9702996,94,Sleep,LeftWall(Night),
9702996,9703033,37,Twitch,Night,
9703033,9707759,4726,Sleep,LeftWall(Night),
9707759,9707942,183,Twitch,LeftWall(Night),
9707942,9708742,800,Sleep,LeftWall(Night),
9708742,9708754,12,Twitch,Night,
9708754,9712986,4232,Sleep,LeftWall(Night),
9712986,9713002,16,Twitch,LeftWall(Night),
9713002,9715959,2957,Sleep,LeftWall(Night),
9715959,9716011,52,Twitch,LeftWall(Night),
9716011,9722557,6546,Sleep,LeftWall(Night),
9722557,9722656,99,Twitch,LeftWall(Night),
9722656,9723633,977,Sleep,LeftWall(Night),
9723633,9723645,12,Twitch,Night,
9723645,9727309,3664,Sleep,LeftWall(Night),
9727309,9727442,133,Twitch,LeftWall(Night),
9727442,9729316,1874,Sleep,LeftWall(Night),
9729316,9729339,23,Twitch,LeftWall(Night),
9729339,9731020,1681,Sleep,LeftWall(Night),
9731020,9731066,46,Twitch,LeftWall(Night),
9731066,9731883,817,Sleep,LeftWall(Night),
9731883,9731938,55,Twitch,LeftWall(Night),
9731938,9732422,484,Sleep,LeftWall(Night),
9732422,9732722,300,Twitch,LeftWall(Night),
9732722,9732731,9,Awaken,LeftWall(Night),
9732731,9732840,109,Remain Low,LeftWall(Night),
9732840,9732852,12,Stretch Body,LeftWall(Night),
9732852,9732900,48,Remain Low,LeftWall(Night),
9732900,9733029,129,Stretch Body,LeftWall(Night),
9733029,9733038,9,Remain Low,LeftWall(Night),
9733038,9733062,24,Stretch Body,LeftWall(Night),
9733062,9733068,6,Remain Low,LeftWall(Night),
9733068,9733323,255,Stretch Body,LeftWall(Night),
9733323,9733446,123,Remain Low,LeftWall(Night),
9733446,9733461,15,Stretch Body,LeftWall(Night),
9733461,9733506,45,Remain Low,Floor(Night),
9733506,9733530,24,Stationary,Floor(Night),
9733530,9733542,12,Remain Low,Floor(Night),
9733542,9733554,12,Walk Slowly,Floor(Night),
9733554,9733566,12,Remain Low,Floor(Night),
9733566,9733614,48,Stretch Body,Floor(Night),
9733614,9733620,6,Walk Right,Floor(Night),
9733620,9733626,6,Walk Slowly,Floor(Night),
9733626,9733632,6,Remain Low,RightWall(Night),
9733632,9733644,12,Walk Right,RightWall(Night),
9733644,9733650,6,Turn,face-front/back,RightWall(Night),
9733650,9733686,36,Remain Low,RightWall(Night),
9733686,9735025,1339,Unknown Behavior,,
9735025,9735037,12,Remain Low,RightWall(Night),
9735037,9735043,6,Turn,face-front/back,RightWall(Night),
9735043,9735157,114,Remain Low,RightWall(Night),
9735157,9737179,2022,Unknown Behavior,,
9737179,9737185,6,Walk Slowly,RightWall(Night),
9737185,9771973,34788,Unknown Behavior,,
9771973,9772099,126,Remain Low,RightWall(Night),
9772099,9772434,335,Unknown Behavior,,
9772434,9773701,1267,Groom,PLF<-HdW,RightWall(Night),
9773701,9774612,911,Sleep,RightWall(Night),
9774612,9774636,24,Twitch,RightWall(Night),
9774636,9774844,208,Sleep,RightWall(Night),
9774844,9774892,48,Twitch,RightWall(Night),
9774892,9774931,39,Sleep,RightWall(Night),
9774931,9775080,149,Twitch,RightWall(Night),
9775080,9775132,52,Sleep,RightWall(Night),
9775132,9775432,300,Twitch,RightWall(Night),
9775432,9775433,1,Awaken,RightWall(Night),
9775433,9775638,205,Remain Low,RightWall(Night),
9775638,9775644,6,Rear up Partially,RightWall(Night),
9775644,9775656,12,Remain Partially Reared,RightWall(Night),
9775656,9775662,6,Come Down From Partially Reared,RightWall(Night),
9775662,9775686,24,Remain Low,RightWall(Night),
9775686,9775692,6,Rear up Partially,RightWall(Night),
9775692,9775698,6,Remain Partially Reared,RightWall(Night),
9775698,9775704,6,Come Down From Partially Reared,RightWall(Night),
9775704,9775716,12,Remain Low,RightWall(Night),
9775716,9775722,6,Turn,RightWall(Night),
9775722,9775728,6,Remain Low,RightWall(Night),
9775728,9775734,6,Turn,face-front/back,RightWall(Night),
9775734,9775800,66,Remain Low,RightWall(Night),
9775800,9775837,37,Unknown Behavior,,
9775837,9776554,717,Groom,PLF<-HdW,RightWall(Night),
9776554,9776579,25,Remain Low,RightWall(Night),
9776579,9777008,429,Groom,HdW,RightWall(Night),
9777008,9777027,19,Remain Low,RightWall(Night),
9777027,9777140,113,Pause,RightWall(Night),
9777140,9777165,25,Remain Low,RightWall(Night),
9777165,9777171,6,Turn,RightWall(Night),
9777171,9777177,6,Remain Low,RightWall(Night),
9777177,9777183,6,Turn,RightWall(Night),
9777183,9777207,24,Remain Low,RightWall(Night),
9777207,9777213,6,Turn,face-front/back,RightWall(Night),
9777213,9777453,240,Remain Low,RightWall(Night),
9777453,9778101,648,Groom,PLF<-HdW,RightWall(Night),
9778101,9778134,33,Remain Low,RightWall(Night),
9778134,9778622,488,Groom,PLR<-HdW,RightWall(Night),
9778622,9778744,122,Remain Low,RightWall(Night),
9778888,9779506,618,Groom,B_L<-PLF,RightWall(Night),
9779506,9779739,233,Remain Low,RightWall(Night),
9779739,9780207,468,Groom,PLF<-HdW,RightWall(Night),
9780207,9780225,18,Remain Low,RightWall(Night),
9780225,9780548,323,Groom,PLF<-HdW,RightWall(Night),
9780548,9780555,7,Remain Low,RightWall(Night),
9780555,9780926,371,Groom,PLF<-HdW,RightWall(Night),
9780926,9780945,19,Remain Low,RightWall(Night),
9781051,9781800,749,Groom,B_L<-PLF<-HdW,RightWall(Night),
9781800,9782455,655,Remain Low,RightWall(Night),
9782455,9783029,574,Groom,HdW,RightWall(Night),
9783029,9783083,54,Remain Low,face-front/back,RightWall(Night),
9783561,9783878,317,Groom,B_L<-PLF<-HdW,RightWall(Night),
9783878,9784183,305,Remain Low,RightWall(Night),
9784183,9784888,705,Groom,HdW,RightWall(Night),
9784888,9785745,857,Groom,HdW,RightWall(Night),
9785745,9785764,19,Remain Low,RightWall(Night),
9785764,9785770,6,Turn,RightWall(Night),
9785770,9786249,479,Remain Low,face-front/back,RightWall(Night),
9786249,9786588,339,Groom,PLR<-HdW,RightWall(Night),
9786588,9786607,19,Remain Low,RightWall(Night),
9786607,9786613,6,Turn,RightWall(Night),
9786613,9786619,6,Turn,RightWall(Night),
9786619,9786721,102,Remain Low,RightWall(Night),
9786721,9787072,351,Groom,HdW,RightWall(Night),
9787072,9787123,51,Remain Low,RightWall(Night),
9787191,9787528,337,Groom,PLR<-PLF,RightWall(Night),
9787528,9787535,7,Turn,RightWall(Night),
9787535,9787541,6,Remain Low,face-front/back,RightWall(Night),
9787541,9787547,6,Turn,RightWall(Night),
9787547,9787553,6,Turn,RightWall(Night),
9787553,9787601,48,Remain Low,face-front/back,RightWall(Night),
9787601,9787607,6,Turn,RightWall(Night),
9787607,9787613,6,Turn,RightWall(Night),
9787613,9787894,281,Remain Low,RightWall(Night),
9787894,9788243,349,Groom,PLR<-HdW,RightWall(Night),
9788753,9789104,351,Groom,PLF<-HdW,RightWall(Night),
9789143,9789775,632,Groom,B_L<-PLR,RightWall(Night),
9789775,9789818,43,Remain Low,RightWall(Night),
9789818,9789824,6,Turn,RightWall(Night),
9789824,9789974,150,Remain Low,RightWall(Night),
9789974,9789980,6,Rear up Partially,RightWall(Night),
9789980,9789986,6,Come Down From Partially Reared,RightWall(Night),
9789986,9790256,270,Remain Low,RightWall(Night),
9790256,9790262,6,Turn,RightWall(Night),
9790262,9790346,84,Remain Low,RightWall(Night),
9790400,9790857,457,Groom,HdW,RightWall(Night),
9791018,9791458,440,Groom,HdW,RightWall(Night),
9791458,9791465,7,Turn,RightWall(Night),
9791465,9791471,6,Turn,RightWall(Night),
9791471,9791477,6,Turn,RightWall(Night),
9791477,9791486,9,Turn,RightWall(Night),
9791486,9791492,6,Turn,RightWall(Night),
9791492,9791498,6,Turn,face-front/back,RightWall(Night),
9791498,9791514,16,Remain Low,RightWall(Night),
9791735,9792155,420,Groom,HdW,RightWall(Night),
9792331,9792684,353,Groom,HdW,RightWall(Night),
9792684,9792824,140,Remain Low,RightWall(Night),
9792824,9793169,345,Groom,PLR<-HdW,RightWall(Night),
9793169,9793272,103,Remain Low,RightWall(Night),
9793272,9793278,6,Turn,RightWall(Night),
9793278,9793359,81,Remain Low,face-front/back,RightWall(Night),
9793359,9793365,6,Turn,RightWall(Night),
9793365,9793377,12,Remain Low,RightWall(Night),
9793377,9793383,6,Turn,RightWall(Night),
9793383,9793431,48,Remain Low,RightWall(Night),
9793431,9793437,6,Turn,RightWall(Night),
9793437,9793443,6,Turn,RightWall(Night),
9793443,9793452,9,Turn,face-front/back,RightWall(Night),
9793452,9793464,12,Remain Low,RightWall(Night),
9793464,9793470,6,Turn,RightWall(Night),
9793470,9793476,6,Remain Low,RightWall(Night),
9793476,9793482,6,Turn,face-front/back,RightWall(Night),
9793482,9793488,6,Turn,RightWall(Night),
9793488,9793968,480,Remain Low,RightWall(Night),
9793968,9793974,6,Turn,face-front/back,RightWall(Night),
9793974,9794310,336,Remain Low,RightWall(Night),
9794310,9794328,18,Walk Slowly,RightWall(Night),
9794328,9794346,18,Remain Low,RightWall(Night),
9794346,9794358,12,Walk Slowly,RightWall(Night),
9794358,9794418,60,Remain Low,RightWall(Night),
9794418,9794424,6,Walk Slowly,RightWall(Night),
9794424,9794448,24,Remain Low,RightWall(Night),
9794448,9794460,12,Turn,Floor(Night),
9794460,9794478,18,Unknown Behavior,Floor(Night),
9794478,9794502,24,Remain Low,Floor(Night),
9794502,9794523,21,Unknown Behavior,Floor(Night),
9794523,9794529,6,Remain Low,Floor(Night),
9794529,9794538,9,Walk Left,Floor(Night),
9794538,9794544,6,Walk Slowly,Floor(Night),
9794544,9794634,90,Remain Low,Floor(Night),
9794634,9794658,24,Stationary,Floor(Night),
9794658,9794718,60,Remain Low,Floor(Night),
9794718,9794724,6,Turn,Floor(Night),
9794724,9794845,121,Remain Low,Floor(Night),
9794880,9795250,370,Groom,PLR,Floor(Night),
9795250,9795251,1,Remain Low,Floor(Night),
9795251,9795385,134,Pause,Night,
9795385,9795419,34,Remain Low,,
9795419,9795425,6,Turn,Floor(Night),
9795425,9795549,124,Unknown Behavior,,
9795549,9795585,36,Remain Low,Floor(Night),
9795585,9795746,161,Unknown Behavior,,
9795746,9795851,105,Pause,Floor(Night),
9795851,9795919,68,Unknown Behavior,Night,
9795919,9796888,969,Groom,B_L<-PLF,RightWall(Night),
9796888,9796900,12,Remain Low,RightWall(Night),
9796900,9797237,337,Groom,PLF,RightWall(Night),
9797237,9797274,37,Remain Low,RightWall(Night),
9797274,9797283,9,Walk Left,RightWall(Night),
9797283,9797292,9,Unknown Behavior,RightWall(Night),
9797292,9797298,6,Remain Low,RightWall(Night),
9797298,9797322,24,Stretch Body,RightWall(Night),
9797322,9797328,6,Stationary,RightWall(Night),
9797328,9797340,12,Remain Low,Night,
9797340,9797346,6,Walk Slowly,Floor(Night),
9797346,9797352,6,Remain Low,Floor(Night),
9797352,9797364,12,Walk Slowly,Floor(Night),
9797364,9797950,586,Groom,PLF,LeftWall(Night),
9797950,9797992,42,Remain Low,LeftWall(Night),
9797992,9798390,398,Groom,PLR,LeftWall(Night),
9798390,9798439,49,Remain Low,LeftWall(Night),
9798439,9798448,9,Rear up Partially,LeftWall(Night),
9798448,9798454,6,Remain Partially Reared,LeftWall(Night),
9798454,9798460,6,Come Down From Partially Reared,LeftWall(Night),
9798460,9798502,42,Remain Low,LeftWall(Night),
9798502,9798508,6,Turn,face-front/back,LeftWall(Night),
9798508,9798528,20,Remain Low,LeftWall(Night),
9798528,9799448,920,Sleep,LeftWall(Night),
9799448,9799693,245,Twitch,LeftWall(Night),
9799693,9799763,70,Sleep,LeftWall(Night),
9799763,9799815,52,Twitch,,
9799815,9799847,32,Sleep,LeftWall(Night),
9799847,9799871,24,Twitch,,
9799871,9799909,38,Sleep,LeftWall(Night),
9799909,9800209,300,Twitch,LeftWall(Night),
9800209,9800210,1,Awaken,LeftWall(Night),
9800210,9800535,325,Remain Low,LeftWall(Night),
9800535,9800541,6,Turn,LeftWall(Night),
9800541,9800547,6,Remain Low,LeftWall(Night),
9800547,9800553,6,Turn,face-front/back,LeftWall(Night),
9800553,9800559,6,Remain Low,LeftWall(Night),
9800559,9800565,6,Turn,LeftWall(Night),
9800565,9800961,396,Remain Low,LeftWall(Night),
9800961,9800967,6,Turn,face-front/back,LeftWall(Night),
9800967,9800973,6,Turn,LeftWall(Night),
9800973,9800979,6,Remain Low,LeftWall(Night),
9800979,9800985,6,Turn,face-front/back,LeftWall(Night),
9800985,9800991,6,Turn,LeftWall(Night),
9800991,9801303,312,Remain Low,LeftWall(Night),
9801303,9801309,6,Turn,face-front/back,LeftWall(Night),
9801309,9801315,6,Turn,LeftWall(Night),
9801315,9801321,6,Remain Low,LeftWall(Night),
9801321,9801327,6,Turn,face-front/back,LeftWall(Night),
9801327,9801550,223,Remain Low,LeftWall(Night),
9801550,9805709,4159,Sleep,LeftWall(Night),
9805709,9805756,47,Twitch,LeftWall(Night),
9805756,9815722,9966,Sleep,LeftWall(Night),
9815722,9815777,55,Twitch,LeftWall(Night),
9815777,9822595,6818,Sleep,LeftWall(Night),
9822595,9822708,113,Twitch,LeftWall(Night),
9822708,9824489,1781,Sleep,LeftWall(Night),
9824489,9824598,109,Twitch,LeftWall(Night),
9824598,9824889,291,Sleep,LeftWall(Night),
9824889,9824900,11,Twitch,Night,
9824900,9826524,1624,Sleep,LeftWall(Night),
9826524,9826562,38,Twitch,LeftWall(Night),
9826562,9826605,43,Sleep,LeftWall(Night),
9826605,9826726,121,Twitch,LeftWall(Night),
9826726,9826781,55,Sleep,LeftWall(Night),
9826781,9826898,117,Twitch,LeftWall(Night),
9826898,9827281,383,Sleep,LeftWall(Night),
9827281,9827300,19,Twitch,LeftWall(Night),
9827300,9827501,201,Sleep,LeftWall(Night),
9827501,9827513,12,Twitch,Night,
9827513,9829515,2002,Sleep,LeftWall(Night),
9829515,9829529,14,Twitch,LeftWall(Night),
9829529,9829563,34,Sleep,LeftWall(Night),
9829563,9829574,11,Twitch,Night,
9829574,9834125,4551,Sleep,LeftWall(Night),
9834125,9834138,13,Twitch,,
9834138,9837498,3360,Sleep,LeftWall(Night),
9837498,9837562,64,Twitch,LeftWall(Night),
9837562,9837598,36,Sleep,LeftWall(Night),
9837598,9837704,106,Twitch,LeftWall(Night),
9837704,9840199,2495,Sleep,LeftWall(Night),
9840199,9840210,11,Twitch,Night,
9840210,9843107,2897,Sleep,LeftWall(Night),
9843107,9843189,82,Twitch,LeftWall(Night),
9843189,9845181,1992,Sleep,LeftWall(Night),
9845181,9845372,191,Twitch,LeftWall(Night),
9845372,9846224,852,Sleep,LeftWall(Night),
9846224,9846524,300,Twitch,LeftWall(Night),
9846524,9846525,1,Awaken,LeftWall(Night),
9846525,9849598,3073,Sleep,LeftWall(Night),
9849598,9849692,94,Twitch,LeftWall(Night),
9849692,9851303,1611,Sleep,LeftWall(Night),
9851303,9851342,39,Twitch,LeftWall(Night),
9851342,9853000,1658,Sleep,LeftWall(Night),
9853000,9853058,58,Twitch,LeftWall(Night),
9853058,9855184,2126,Sleep,LeftWall(Night),
9855184,9855254,70,Twitch,LeftWall(Night),
9855254,9858439,3185,Sleep,LeftWall(Night),
9858439,9858524,85,Twitch,LeftWall(Night),
9858524,9858709,185,Sleep,LeftWall(Night),
9858709,9858730,21,Twitch,Night,
9858730,9865908,7178,Sleep,LeftWall(Night),
9865908,9866096,188,Twitch,LeftWall(Night),
9866096,9870558,4462,Sleep,LeftWall(Night),
9870558,9870635,77,Twitch,LeftWall(Night),
9870635,9872135,1500,Sleep,LeftWall(Night),
9872135,9872169,34,Twitch,LeftWall(Night),
9872169,9873952,1783,Sleep,LeftWall(Night),
9873952,9874032,80,Twitch,LeftWall(Night),
9874032,9876925,2893,Sleep,LeftWall(Night),
9876925,9877172,247,Twitch,LeftWall(Night),
9877172,9885540,8368,Sleep,LeftWall(Night),
9885540,9885666,126,Twitch,LeftWall(Night),
9885666,9886135,469,Sleep,LeftWall(Night),
9886135,9886251,116,Twitch,LeftWall(Night),
9886251,9886647,396,Sleep,LeftWall(Night),
9886647,9886686,39,Twitch,LeftWall(Night),
9886686,9889428,2742,Sleep,LeftWall(Night),
9889428,9889449,21,Twitch,LeftWall(Night),
9889449,9893111,3662,Sleep,LeftWall(Night),
9893111,9893178,67,Twitch,LeftWall(Night),
9893178,9894657,1479,Sleep,LeftWall(Night),
9894657,9894747,90,Twitch,LeftWall(Night),
9894747,9894894,147,Sleep,LeftWall(Night),
9894894,9894920,26,Twitch,LeftWall(Night),
9894920,9896062,1142,Sleep,LeftWall(Night),
9896062,9896362,300,Twitch,LeftWall(Night),
9896362,9896363,1,Awaken,Night,
9896363,9897913,1550,Sleep,LeftWall(Night),
9897913,9897926,13,Twitch,LeftWall(Night),
9897926,9898051,125,Sleep,LeftWall(Night),
9898051,9898079,28,Twitch,Night,
9898079,9903971,5892,Sleep,LeftWall(Night),
9903971,9903995,24,Twitch,LeftWall(Night),
9903995,9905290,1295,Sleep,LeftWall(Night),
9905290,9905590,300,Twitch,LeftWall(Night),
9905590,9905591,1,Awaken,LeftWall(Night),
9905591,9905597,6,Remain Low,LeftWall(Night),
9905597,9907995,2398,Sleep,LeftWall(Night),
9907995,9908262,267,Twitch,LeftWall(Night),
9908262,9908333,71,Sleep,LeftWall(Night),
9908333,9908379,46,Twitch,LeftWall(Night),
9908379,9908822,443,Sleep,LeftWall(Night),
9908822,9908849,27,Twitch,LeftWall(Night),
9908849,9909065,216,Sleep,LeftWall(Night),
9909065,9909114,49,Twitch,LeftWall(Night),
9909114,9914306,5192,Sleep,LeftWall(Night),
9914306,9914325,19,Twitch,LeftWall(Night),
9914325,9917753,3428,Sleep,LeftWall(Night),
9917753,9917786,33,Twitch,Night,
9917786,9924106,6320,Sleep,LeftWall(Night),
9924106,9924217,111,Twitch,LeftWall(Night),
9924217,9925611,1394,Sleep,LeftWall(Night),
9925611,9925623,12,Twitch,Night,
9925623,9929259,3636,Sleep,LeftWall(Night),
9929259,9929305,46,Twitch,LeftWall(Night),
9929305,9930320,1015,Sleep,LeftWall(Night),
9930320,9930413,93,Twitch,LeftWall(Night),
9930413,9931175,762,Sleep,LeftWall(Night),
9931175,9931194,19,Twitch,,
9931194,9931441,247,Sleep,LeftWall(Night),
9931441,9931722,281,Twitch,LeftWall(Night),
9931722,9931758,36,Sleep,LeftWall(Night),
9931758,9931938,180,Twitch,LeftWall(Night),
9931938,9935312,3374,Sleep,LeftWall(Night),
9941407,9941429,22,Twitch,LeftWall(Night),
9941429,9941523,94,Sleep,LeftWall(Night),
9941523,9941586,63,Twitch,LeftWall(Night),
9941586,9944739,3153,Sleep,LeftWall(Night),
9944739,9944834,95,Twitch,LeftWall(Night),
9944834,9944991,157,Sleep,LeftWall(Night),
9944991,9945080,89,Twitch,LeftWall(Night),
9945080,9945469,389,Sleep,LeftWall(Night),
9945469,9945526,57,Twitch,LeftWall(Night),
9945526,9945641,115,Sleep,LeftWall(Night),
9945641,9945665,24,Twitch,LeftWall(Night),
9945665,9946095,430,Sleep,LeftWall(Night),
9946095,9946124,29,Twitch,LeftWall(Night),
9946124,9946168,44,Sleep,LeftWall(Night),
9946168,9946186,18,Twitch,LeftWall(Night),
9946186,9946310,124,Sleep,LeftWall(Night),
9946310,9946347,37,Twitch,LeftWall(Night),
9946347,9946380,33,Sleep,LeftWall(Night),
9946380,9946471,91,Twitch,LeftWall(Night),
9946471,9946694,223,Sleep,LeftWall(Night),
9946694,9946955,261,Twitch,LeftWall(Night),
9946955,9947010,55,Sleep,LeftWall(Night),
9947010,9947099,89,Twitch,LeftWall(Night),
9947099,9947294,195,Sleep,LeftWall(Night),
9947294,9947404,110,Awaken,LeftWall(Night),
9947404,9947410,6,Rear up Partially,LeftWall(Night),
9947410,9947416,6,Come Down From Partially Reared,LeftWall(Night),
9947416,9947482,66,Remain Low,LeftWall(Night),
9947482,9947488,6,Turn,LeftWall(Night),
9947488,9947494,6,Turn,LeftWall(Night),
9947494,9947530,36,Remain Low,LeftWall(Night),
9947530,9947542,12,Turn,face-front/back,LeftWall(Night),
9947542,9947548,6,Turn,LeftWall(Night),
9947548,9947566,18,Remain Low,LeftWall(Night),
9947566,9947572,6,Turn,face-front/back,LeftWall(Night),
9947572,9947578,6,Remain Low,LeftWall(Night),
9947578,9947584,6,Turn,LeftWall(Night),
9947584,9947593,9,Turn,face-front/back,LeftWall(Night),
9947593,9947599,6,Remain Low,LeftWall(Night),
9947599,9947605,6,Turn,LeftWall(Night),
9947605,9947779,174,Pause,LeftWall(Night),
9947779,9947785,6,Turn,LeftWall(Night),
9947785,9947791,6,Turn,face-front/back,LeftWall(Night),
9947791,9947797,6,Turn,LeftWall(Night),
9947797,9947824,27,Turn,LeftWall(Night),
9947824,9947848,24,Remain Low,LeftWall(Night),
9947848,9948153,305,Groom,PLF<-HdW,LeftWall(Night),
9948153,9948238,85,Remain Low,LeftWall(Night),
9948238,9948244,6,Turn,LeftWall(Night),
9948244,9948428,184,Remain Low,LeftWall(Night),
9948428,9948520,92,Pause,LeftWall(Night),
9948520,9948670,150,Remain Low,face-front/back,LeftWall(Night),
9948670,9948676,6,Turn,LeftWall(Night),
9948676,9948830,154,Remain Low,LeftWall(Night),
9948830,9948841,11,Turn,face-front/back,LeftWall(Night),
