 Experiment number: ,,#200
 Experiment date: ,,November-9-2022
 Animal Strain: ,,
 Animal Birthdate: ,,November-9-2022
 Color of Animal: ,,White
 Size of Animal: ,,Regular
Analysis Length:,,"163:59'18"""
Analysis Start@:,,"159:59'19"""
Dstance Traveled:,,    432.18(meters)

Behavior Profile-Behavior List
From Frame,To Frame,Length(frames),Behavior,Comment,
5661079,5661115,36,Remain Low,RightWall(Night),
5661115,5661133,18,Unknown Behavior,RightWall(Night),
5661133,5661166,33,Remain Low,RightWall(Night),
5661166,5661250,84,Stretch Body,RightWall(Night),
5661250,5661322,72,Remain Low,RightWall(Night),
5661322,5661644,322,Groom,PLF,RightWall(Night),
5661644,5661657,13,Stretch Body,RightWall(Night),
5661657,5661711,54,Remain Low,RightWall(Night),
5661711,5661717,6,Turn,RightWall(Night),
5661717,5661729,12,Remain Low,RightWall(Night),
5661729,5661735,6,Sniff,RightWall(Night),
5661735,5661972,237,Stretch Body,RightWall(Night),
5661972,5661981,9,Remain Low,RightWall(Night),
5661981,5662196,215,Stretch Body,RightWall(Night),
5662196,5662545,349,Groom,PLF,RightWall(Night),
5662545,5662570,25,Remain Low,RightWall(Night),
5662570,5662579,9,Turn,RightWall(Night),
5662579,5662594,15,Remain Low,face-front/back,RightWall(Night),
5662594,5662612,18,Stretch Body,RightWall(Night),
5662612,5662624,12,Turn,RightWall(Night),
5662624,5662642,18,Remain Low,RightWall(Night),
5662642,5662645,3,Unknown Behavior,RightWall(Night),
5662645,5662657,12,Remain Low,RightWall(Night),
5662657,5662663,6,Turn,RightWall(Night),
5662663,5662675,12,Remain Low,RightWall(Night),
5662675,5662693,18,Stretch Body,RightWall(Night),
5662693,5662699,6,Stationary,RightWall(Night),
5662699,5663185,486,Stretch Body,RightWall(Night),
5663185,5663212,27,Unknown Behavior,RightWall(Night),
5663212,5663224,12,Remain Low,RightWall(Night),
5663224,5663230,6,Turn,face-front/back,RightWall(Night),
5663230,5663287,57,Remain Low,RightWall(Night),
5663287,5663296,9,Unknown Behavior,,
5663296,5663335,39,Remain Low,RightWall(Night),
5663335,5663419,84,Stretch Body,RightWall(Night),
5663419,5663429,10,Remain Low,RightWall(Night),
5663429,5663674,245,Pause,(Night),
5663674,5663689,15,Turn,face-front/back,RightWall(Night),
5663689,5663749,60,Remain Low,RightWall(Night),
5663749,5663755,6,Turn,RightWall(Night),
5663755,5663917,162,Pause,RightWall(Night),
5663917,5663923,6,Turn,RightWall(Night),
5663923,5663929,6,Turn,RightWall(Night),
5663929,5663935,6,Turn,face-front/back,RightWall(Night),
5663935,5663941,6,Turn,RightWall(Night),
5663941,5664046,105,Remain Low,RightWall(Night),
5664046,5664067,21,Stretch Body,RightWall(Night),
5664067,5664082,15,Remain Low,Floor(Night),
5664082,5664112,30,Unknown Behavior,RightWall(Night),
5664112,5664133,21,Stretch Body,RightWall(Night),
5664133,5664172,39,Remain Low,Floor(Night),
5664172,5664202,30,Stretch Body,Floor(Night),
5664202,5664220,18,Remain Low,Floor(Night),
5664220,5664352,132,Pause,Floor(Night),
5664352,5664388,36,Stretch Body,Floor(Night),
5664388,5664394,6,Remain Low,Floor(Night),
5664394,5664412,18,Stretch Body,Floor(Night),
5664412,5664424,12,Remain Low,Floor(Night),
5664424,5664445,21,Unknown Behavior,Floor(Night),
5664445,5664586,141,Stretch Body,Floor(Night),
5664586,5664601,15,Stationary,Floor(Night),
5664601,5664607,6,Turn,face-front/back,Floor(Night),
5664607,5664613,6,Turn,Floor(Night),
5664613,5664640,27,Remain Low,Floor(Night),
5664640,5664646,6,Turn,Floor(Night),
5664646,5664670,24,Remain Low,Floor(Night),
5664670,5664676,6,Turn,Floor(Night),
5664676,5664694,18,Remain Low,Floor(Night),
5664694,5664700,6,Turn,face-front/back,Floor(Night),
5664700,5664736,36,Remain Low,Floor(Night),
5664736,5664742,6,Turn,Floor(Night),
5664742,5664748,6,Turn,Floor(Night),
5664748,5664750,2,Remain Low,Floor(Night),
5664750,5664928,178,Pause,(Night),
5664928,5664934,6,Turn,face-front/back,Floor(Night),
5664934,5664940,6,Turn,Floor(Night),
5664940,5664958,18,Remain Low,Floor(Night),
5664958,5664964,6,Turn,face-front/back,Floor(Night),
5664964,5664970,6,Turn,Floor(Night),
5664970,5664980,10,Remain Low,Floor(Night),
5664980,5664991,11,Turn,face-front/back,Floor(Night),
5664991,5665003,12,Remain Low,Floor(Night),
5665003,5665009,6,Turn,face-front/back,Floor(Night),
5665009,5665015,6,Turn,Floor(Night),
5665015,5665147,132,Remain Low,Floor(Night),
5665147,5665153,6,Turn,Floor(Night),
5665153,5665159,6,Turn,face-front/back,Floor(Night),
5665159,5665165,6,Remain Low,Floor(Night),
5665165,5665171,6,Turn,Floor(Night),
5665171,5665177,6,Remain Low,Floor(Night),
5665177,5665183,6,Turn,face-front/back,Floor(Night),
5665183,5665303,120,Remain Low,Floor(Night),
5665303,5665309,6,Turn,Floor(Night),
5665309,5665369,60,Remain Low,Floor(Night),
5665369,5665381,12,Turn,face-front/back,Floor(Night),
5665381,5665387,6,Turn,Floor(Night),
5665387,5665435,48,Remain Low,Floor(Night),
5665435,5665567,132,Pause,Floor(Night),
5665567,5665744,177,Remain Low,,
5665744,5665965,221,Pause,,
5665965,5666313,348,Groom,PLF,Floor(Night),
5666313,5666338,25,Remain Low,face-front/back,Floor(Night),
5666338,5666344,6,Turn,Floor(Night),
5666344,5666380,36,Remain Low,Floor(Night),
5666380,5666386,6,Turn,Floor(Night),
5666386,5666395,9,Turn,Floor(Night),
5666395,5666545,150,Remain Low,Floor(Night),
5666545,5666551,6,Turn,Floor(Night),
5666551,5666633,82,Remain Low,face-front/back,Floor(Night),
5666633,5666644,11,Turn,face-front/back,Floor(Night),
5666644,5666650,6,Turn,Floor(Night),
5666650,5666671,21,Turn,face-front/back,Floor(Night),
5666671,5666863,192,Remain Low,Floor(Night),
5666863,5666869,6,Turn,Floor(Night),
5666869,5666875,6,Turn,Floor(Night),
5666875,5666881,6,Rear up Partially,Floor(Night),
5666881,5666890,9,Come Down From Partially Reared,Floor(Night),
5666890,5666902,12,Walk Left,Floor(Night),
5666902,5666914,12,Remain Low,Floor(Night),
5666914,5666920,6,Turn,face-front/back,Floor(Night),
5666920,5666926,6,Turn,Floor(Night),
5666926,5666932,6,Turn,face-front/back,Floor(Night),
5666932,5666938,6,Turn,Floor(Night),
5666938,5666980,42,Remain Low,Floor(Night),
5666980,5666989,9,Stretch Body,Floor(Night),
5666989,5667038,49,Remain Low,Floor(Night),
5667038,5667055,17,Walk Slowly,LeftWall(Night),
5667055,5667225,170,Remain Low,LeftWall(Night),
5667225,5667326,101,Pause,(Night),
5667326,5667348,22,Remain Low,,
5667348,5667656,308,Groom,PLF<-HdW,LeftWall(Night),
5667656,5671309,3653,Sleep,LeftWall(Night),
5671309,5671323,14,Twitch,LeftWall(Night),
5671323,5672363,1040,Sleep,LeftWall(Night),
5672363,5672464,101,Twitch,LeftWall(Night),
5672464,5673672,1208,Sleep,LeftWall(Night),
5673672,5673688,16,Twitch,LeftWall(Night),
5673688,5673786,98,Sleep,LeftWall(Night),
5673786,5673860,74,Awaken,Floor(Night),
5673860,5673872,12,Walk Right,Floor(Night),
5673872,5673998,126,Remain Low,Floor(Night),
5673998,5674010,12,Stationary,Floor(Night),
5674010,5674028,18,Remain Low,Floor(Night),
5674028,5674043,15,Walk Slowly,Floor(Night),
5674043,5674049,6,Remain Low,Floor(Night),
5674049,5674055,6,Walk Slowly,Floor(Night),
5674055,5674073,18,Remain Low,Floor(Night),
5674073,5674082,9,Stretch Body,Floor(Night),
5674082,5674091,9,Walk Right,Floor(Night),
5674091,5674099,8,Unknown Behavior,,
5674099,5674111,12,Remain Low,Floor(Night),
5674111,5674129,18,Unknown Behavior,Floor(Night),
5674129,5674138,9,Turn,face-front/back,Floor(Night),
5674138,5674144,6,Turn,Floor(Night),
5674144,5674162,18,Walk Right,RightWall(Night),
5674162,5674174,12,Remain Low,RightWall(Night),
5674174,5674180,6,Turn,face-front/back,RightWall(Night),
5674180,5674498,318,Remain Low,RightWall(Night),
5674498,5674660,162,Pause,(Night),
5674660,5674984,324,Remain Low,,
5674984,5674990,6,Turn,face-front/back,RightWall(Night),
5674990,5675098,108,Remain Low,RightWall(Night),
5675098,5675104,6,Turn,RightWall(Night),
5675104,5675122,18,Unknown Behavior,,
5675122,5675158,36,Remain Low,RightWall(Night),
5675158,5675164,6,Walk Slowly,RightWall(Night),
5675164,5675218,54,Remain Low,RightWall(Night),
5675218,5675224,6,Turn,face-front/back,RightWall(Night),
5675224,5675721,497,Groom,PLR,RightWall(Night),
5675721,5675905,184,Remain Low,RightWall(Night),
5675905,5676470,565,Groom,PLR,RightWall(Night),
5676470,5676502,32,Remain Low,RightWall(Night),
5676502,5676985,483,Groom,PLR,RightWall(Night),
5676985,5678933,1948,Groom,PLR,RightWall(Night),
5678933,5678940,7,Remain Partially Reared,RightWall(Night),
5678940,5678946,6,Come Down From Partially Reared,RightWall(Night),
5678946,5679552,606,Remain Low,RightWall(Night),
5679552,5679558,6,Turn,face-front/back,RightWall(Night),
5679558,5679594,36,Remain Low,RightWall(Night),
5679594,5679600,6,Turn,RightWall(Night),
5679600,5679610,10,Remain Low,RightWall(Night),
5679610,5679621,11,Turn,RightWall(Night),
5679621,5679633,12,Remain Low,RightWall(Night),
5679633,5679645,12,Turn,face-front/back,RightWall(Night),
5679645,5679651,6,Turn,RightWall(Night),
5679651,5679663,12,Remain Low,RightWall(Night),
5679663,5679669,6,Turn,face-front/back,RightWall(Night),
5679669,5679735,66,Remain Low,RightWall(Night),
5679735,5679741,6,Turn,RightWall(Night),
5679741,5679747,6,Turn,face-front/back,RightWall(Night),
5679747,5679753,6,Turn,RightWall(Night),
5679753,5679771,18,Remain Low,RightWall(Night),
5679771,5679777,6,Turn,face-front/back,RightWall(Night),
5679777,5679897,120,Remain Low,RightWall(Night),
5679897,5679903,6,Turn,RightWall(Night),
5679903,5679909,6,Turn,face-front/back,RightWall(Night),
5679909,5679921,12,Remain Low,RightWall(Night),
5679921,5679927,6,Turn,face-front/back,RightWall(Night),
5679927,5681435,1508,Remain Low,RightWall(Night),
5681489,5683112,1623,Groom,PLR,RightWall(Night),
5683112,5683196,84,Remain Low,RightWall(Night),
5683196,5683303,107,Pause,,
5683303,5683528,225,Remain Low,,
5683528,5683631,103,Pause,,
5683631,5683940,309,Remain Low,RightWall(Night),
5684295,5684661,366,Groom,PLF<-HdW,RightWall(Night),
5684661,5684668,7,Turn,RightWall(Night),
5684668,5684674,6,Turn,RightWall(Night),
5684674,5684680,6,Turn,RightWall(Night),
5684680,5684740,60,Remain Low,RightWall(Night),
5684740,5684746,6,Turn,RightWall(Night),
5684746,5684752,6,Turn,RightWall(Night),
5684752,5684754,2,Remain Low,RightWall(Night),
5684754,5685596,842,Groom,PLR<-HdW,RightWall(Night),
5685596,5686008,412,Groom,PLR<-PLF<-HdW,RightWall(Night),
5686682,5687365,683,Groom,B_L<-PLF,RightWall(Night),
5687365,5688278,913,Remain Low,RightWall(Night),
5688388,5688788,400,Groom,PLF<-HdW,RightWall(Night),
5688788,5688795,7,Remain Low,RightWall(Night),
5688795,5688801,6,Turn,RightWall(Night),
5688801,5688837,36,Remain Low,RightWall(Night),
5688837,5688843,6,Turn,RightWall(Night),
5688843,5688849,6,Turn,RightWall(Night),
5688849,5688873,24,Remain Low,RightWall(Night),
5688873,5688879,6,Turn,RightWall(Night),
5688879,5688939,60,Remain Low,RightWall(Night),
5688939,5688945,6,Turn,RightWall(Night),
5688945,5688969,24,Remain Low,RightWall(Night),
5688969,5688975,6,Turn,RightWall(Night),
5688975,5688981,6,Turn,RightWall(Night),
5688981,5688987,6,Turn,RightWall(Night),
5688987,5689005,18,Unknown Behavior,RightWall(Night),
5689005,5689185,180,Remain Low,RightWall(Night),
5689185,5689191,6,Rear up Partially,RightWall(Night),
5689191,5689221,30,Remain Partially Reared,RightWall(Night),
5689221,5689227,6,Stationary,RightWall(Night),
5689227,5689233,6,Remain Partially Reared,RightWall(Night),
5689233,5689239,6,Come Down From Partially Reared,RightWall(Night),
5689239,5689245,6,Remain Low,RightWall(Night),
5689245,5689251,6,Turn,face-front/back,RightWall(Night),
5689251,5689260,9,Stationary,RightWall(Night),
5689260,5689472,212,Remain Low,RightWall(Night),
5689472,5689902,430,Pause,,
5689902,5689925,23,Remain Low,,
5689925,5690071,146,Pause,RightWall(Night),
5690327,5691242,915,Sleep,RightWall(Night),
5691242,5691261,19,Twitch,,
5691261,5691330,69,Sleep,RightWall(Night),
5691330,5691457,127,Twitch,RightWall(Night),
5691457,5691534,77,Sleep,RightWall(Night),
5691534,5691596,62,Twitch,RightWall(Night),
5691596,5691655,59,Sleep,RightWall(Night),
5691655,5691902,247,Twitch,RightWall(Night),
5691902,5691940,38,Sleep,RightWall(Night),
5691940,5692010,70,Twitch,RightWall(Night),
5692010,5692137,127,Sleep,RightWall(Night),
5692137,5692176,39,Twitch,RightWall(Night),
5692176,5692409,233,Sleep,RightWall(Night),
5692409,5692425,16,Twitch,RightWall(Night),
5692425,5692576,151,Sleep,RightWall(Night),
5692576,5692706,130,Twitch,RightWall(Night),
5692706,5692770,64,Sleep,RightWall(Night),
5692770,5692783,13,Twitch,RightWall(Night),
5692783,5692852,69,Sleep,RightWall(Night),
5692852,5693029,177,Twitch,RightWall(Night),
5693029,5693133,104,Sleep,RightWall(Night),
5693133,5693433,300,Twitch,RightWall(Night),
5693433,5693460,27,Awaken,RightWall(Night),
5693460,5693616,156,Remain Low,RightWall(Night),
5693616,5694046,430,Groom,PLF,RightWall(Night),
5694093,5694493,400,Groom,PLF,RightWall(Night),
5694493,5694716,223,Remain Low,RightWall(Night),
5695299,5695622,323,Groom,PLR<-PLF,RightWall(Night),
5695622,5695677,55,Remain Low,RightWall(Night),
5695677,5695683,6,Turn,RightWall(Night),
5695683,5695689,6,Turn,RightWall(Night),
5695689,5695695,6,Remain Low,RightWall(Night),
5695695,5695701,6,Turn,RightWall(Night),
5695701,5695707,6,Turn,RightWall(Night),
5695707,5695713,6,Turn,RightWall(Night),
5695713,5695749,36,Remain Low,face-front/back,RightWall(Night),
5695749,5695758,9,Turn,RightWall(Night),
5695758,5695764,6,Remain Low,RightWall(Night),
5695764,5695770,6,Turn,RightWall(Night),
5695770,5695782,12,Remain Low,RightWall(Night),
5696005,5696558,553,Groom,PLF,RightWall(Night),
5696558,5696637,79,Remain Low,RightWall(Night),
5696637,5696643,6,Rear up Partially,RightWall(Night),
5696643,5696655,12,Remain Partially Reared,RightWall(Night),
5696655,5696661,6,Come Down From Partially Reared,RightWall(Night),
5696661,5696679,18,Remain Low,RightWall(Night),
5696679,5696685,6,Turn,RightWall(Night),
5696685,5696697,12,Remain Low,RightWall(Night),
5696697,5696703,6,Rear up Partially,RightWall(Night),
5696703,5696733,30,Sniff,RightWall(Night),
5696733,5696739,6,Come Down From Partially Reared,RightWall(Night),
5696739,5696745,6,Remain Low,RightWall(Night),
5696745,5696751,6,Rear up Partially,RightWall(Night),
5696751,5696793,42,Sniff,RightWall(Night),
5696793,5696799,6,Rear up Full From Partial,RightWall(Night),
5696799,5696907,108,Sniff,RightWall(Night),
5696907,5696919,12,"(null)(CDtoPR, CDfromPR)",RightWall(Night),
5696919,5696925,6,Turn,RightWall(Night),
5696925,5696931,6,Turn,face-front/back,RightWall(Night),
5696931,5696937,6,Remain Low,RightWall(Night),
5696937,5696943,6,Turn,RightWall(Night),
5696943,5696949,6,Remain Low,RightWall(Night),
5696949,5696958,9,Rear up Partially,RightWall(Night),
5696958,5696976,18,Remain Partially Reared,RightWall(Night),
5696976,5696982,6,Come Down From Partially Reared,RightWall(Night),
5696982,5697102,120,Remain Low,RightWall(Night),
5697102,5697155,53,Unknown Behavior,,
5697155,5697215,60,Remain Low,RightWall(Night),
5697215,5697221,6,Turn,RightWall(Night),
5697221,5697227,6,Remain Low,RightWall(Night),
5697227,5697233,6,Turn,Floor(Night),
5697233,5697239,6,Turn,Floor(Night),
5697239,5697245,6,Walk Slowly,Floor(Night),
5697245,5697260,15,Walk Left,Floor(Night),
5697260,5697266,6,Remain Low,Floor(Night),
5697266,5697296,30,Walk Left,Floor(Night),
5697296,5697332,36,Remain Low,Floor(Night),
5697332,5697338,6,Turn,face-front/back,Floor(Night),
5697338,5697464,126,Remain Low,Floor(Night),
5697464,5697476,12,"(null)(RUtoPR, RUfromPR)",Floor(Night),
5697476,5697620,144,Sniff,Floor(Night),
5697620,5697629,9,Remain RearUp,Floor(Night),
5697629,5697944,315,Groom,PLR,Floor(Night),
5697944,5698023,79,Remain Low,Floor(Night),
5698023,5698035,12,Turn,Floor(Night),
5698035,5698312,277,Remain Low,LeftWall(Night),
5698312,5698784,472,Groom,PLF<-HdW,LeftWall(Night),
5698784,5699010,226,Remain Low,Floor(Night),
5699010,5699019,9,Stationary,Floor(Night),
5699019,5699034,15,Remain Low,Floor(Night),
5699034,5699040,6,Stretch Body,Floor(Night),
5699040,5699046,6,Walk Right,Floor(Night),
5699046,5699178,132,Remain Low,Floor(Night),
5699178,5699184,6,Turn,Floor(Night),
5699184,5699190,6,Turn,Floor(Night),
5699190,5699262,72,Remain Low,Floor(Night),
5699262,5699268,6,Turn,Floor(Night),
5699268,5699274,6,Turn,Floor(Night),
5699274,5699310,36,Remain Low,Floor(Night),
5699310,5699316,6,Turn,Floor(Night),
5699316,5699330,14,Remain Low,Floor(Night),
5699330,5699454,124,Pause,(Night),
5699454,5699460,6,Turn,face-front/back,Floor(Night),
5699460,5699466,6,Remain Low,Floor(Night),
5699466,5699472,6,Turn,Floor(Night),
5699472,5699478,6,Remain Low,Floor(Night),
5699478,5699484,6,Turn,face-front/back,Floor(Night),
5699484,5699490,6,Turn,Floor(Night),
5699490,5699502,12,Remain Low,Floor(Night),
5699502,5699508,6,Turn,face-front/back,Floor(Night),
5699508,5700162,654,Remain Low,Floor(Night),
5700162,5700174,12,Turn,Floor(Night),
5700174,5700291,117,Remain Low,LeftWall(Night),
5700291,5700297,6,Turn,face-front/back,LeftWall(Night),
5700297,5700411,114,Remain Low,LeftWall(Night),
5700411,5700417,6,Turn,LeftWall(Night),
5700417,5700423,6,Turn,face-front/back,LeftWall(Night),
5700423,5700441,18,Remain Low,LeftWall(Night),
5700441,5700447,6,Rear up Partially,LeftWall(Night),
5700447,5700453,6,Come Down From Partially Reared,LeftWall(Night),
5700453,5700482,29,Remain Low,LeftWall(Night),
5700482,5701702,1220,Sleep,LeftWall(Night),
5701702,5701744,42,Twitch,LeftWall(Night),
5701744,5706036,4292,Sleep,LeftWall(Night),
5706036,5706120,84,Twitch,LeftWall(Night),
5706120,5710084,3964,Sleep,LeftWall(Night),
5710084,5710095,11,Twitch,LeftWall(Night),
5710095,5710139,44,Sleep,LeftWall(Night),
5710139,5710160,21,Twitch,LeftWall(Night),
5710160,5715077,4917,Sleep,LeftWall(Night),
5715077,5715377,300,Twitch,LeftWall(Night),
5715377,5715380,3,Awaken,LeftWall(Night),
5715380,5715675,295,Remain Low,LeftWall(Night),
5715675,5715681,6,Turn,face-front/back,LeftWall(Night),
5715681,5715693,12,Remain Low,LeftWall(Night),
5715693,5715699,6,Turn,LeftWall(Night),
5715699,5715729,30,Remain Low,LeftWall(Night),
5715729,5715735,6,Turn,face-front/back,LeftWall(Night),
5715735,5715741,6,Remain Low,LeftWall(Night),
5715741,5715747,6,Turn,face-front/back,LeftWall(Night),
5715747,5715759,12,Remain Low,LeftWall(Night),
5715759,5715765,6,Turn,LeftWall(Night),
5715765,5715774,9,Turn,face-front/back,LeftWall(Night),
5715774,5715786,12,Remain Low,LeftWall(Night),
5715786,5715792,6,Turn,LeftWall(Night),
5715792,5715822,30,Turn,face-front/back,LeftWall(Night),
5715822,5715870,48,Remain Low,LeftWall(Night),
5715870,5715876,6,Turn,LeftWall(Night),
5715876,5715894,18,Remain Low,LeftWall(Night),
5715894,5715906,12,Turn,face-front/back,LeftWall(Night),
5715906,5715912,6,Turn,LeftWall(Night),
5715912,5715978,66,Remain Low,LeftWall(Night),
5715978,5715984,6,Turn,face-front/back,LeftWall(Night),
5715984,5716140,156,Pause,LeftWall(Night),
5716140,5716146,6,Turn,LeftWall(Night),
5716146,5716152,6,Remain Low,LeftWall(Night),
5716152,5716158,6,Turn,face-front/back,LeftWall(Night),
5716158,5716170,12,Remain Low,LeftWall(Night),
5716170,5716176,6,Turn,LeftWall(Night),
5716176,5716197,21,Remain Low,LeftWall(Night),
5716197,5716203,6,Turn,face-front/back,LeftWall(Night),
5716203,5716204,1,Remain Low,LeftWall(Night),
5716204,5716311,107,Pause,Night,
5716311,5716317,6,Turn,LeftWall(Night),
5716317,5716341,24,Remain Low,LeftWall(Night),
5716341,5716350,9,Turn,face-front/back,LeftWall(Night),
5716350,5716620,270,Pause,LeftWall(Night),
5716620,5716626,6,Turn,LeftWall(Night),
5716626,5716674,48,Remain Low,LeftWall(Night),
5716674,5716680,6,Turn,face-front/back,LeftWall(Night),
5716680,5716686,6,Turn,LeftWall(Night),
5716686,5716710,24,Remain Low,LeftWall(Night),
5716710,5716716,6,Turn,face-front/back,LeftWall(Night),
5716716,5716751,35,Remain Low,LeftWall(Night),
5716751,5717028,277,Pause,Night,
5717028,5717034,6,Turn,LeftWall(Night),
5717034,5717064,30,Remain Low,LeftWall(Night),
5717064,5717070,6,Turn,face-front/back,LeftWall(Night),
5717070,5717076,6,Remain Low,LeftWall(Night),
5717076,5717082,6,Turn,face-front/back,LeftWall(Night),
5717082,5717084,2,Turn,LeftWall(Night),
5717176,5717527,351,Groom,PLF,Floor(Night),
5717527,5717576,49,Remain Low,Floor(Night),
5717576,5717585,9,Stationary,Floor(Night),
5717585,5717705,120,Remain Low,Floor(Night),
5717705,5717711,6,Turn,Floor(Night),
5717711,5717717,6,Remain Low,Floor(Night),
5717717,5717723,6,Turn,Floor(Night),
5717723,5717729,6,Turn,face-front/back,Floor(Night),
5717729,5717735,6,Remain Low,Floor(Night),
5717735,5717750,15,Turn,face-front/back,Floor(Night),
5717750,5718362,612,Remain Low,Floor(Night),
5718362,5718523,161,Pause,,
5718523,5718545,22,Remain Low,,
5718545,5718656,111,Pause,Floor(Night),
5718656,5718752,96,Remain Low,Floor(Night),
5718752,5718767,15,Stretch Body,Floor(Night),
5718767,5718782,15,Turn,LeftWall(Night),
5718782,5718794,12,Remain Low,LeftWall(Night),
5718794,5718803,9,Turn,face-front/back,Floor(Night),
5718803,5718809,6,Turn,Floor(Night),
5718809,5718818,9,Remain Low,LeftWall(Night),
5718818,5722769,3951,Sleep,LeftWall(Night),
5722769,5722798,29,Twitch,LeftWall(Night),
5722798,5725242,2444,Sleep,Floor(Night),
5725242,5725463,221,Twitch,LeftWall(Night),
5725463,5727336,1873,Sleep,LeftWall(Night),
5727336,5727354,18,Twitch,LeftWall(Night),
5727354,5728077,723,Sleep,LeftWall(Night),
5728077,5728224,147,Twitch,LeftWall(Night),
5728224,5728370,146,Sleep,Floor(Night),
5728370,5728492,122,Twitch,LeftWall(Night),
5728492,5729267,775,Sleep,Floor(Night),
5729267,5729286,19,Twitch,,
5729286,5732354,3068,Sleep,Floor(Night),
5732354,5732368,14,Twitch,Floor(Night),
5732368,5732523,155,Sleep,LeftWall(Night),
5732523,5732560,37,Twitch,LeftWall(Night),
5732560,5734050,1490,Sleep,Floor(Night),
5734050,5734064,14,Twitch,Floor(Night),
5734064,5735247,1183,Sleep,LeftWall(Night),
5735247,5735321,74,Twitch,LeftWall(Night),
5735321,5737034,1713,Sleep,Floor(Night),
5737034,5737302,268,Twitch,Floor(Night),
5737302,5737400,98,Sleep,Floor(Night),
5737400,5737501,101,Twitch,Floor(Night),
5737501,5737567,66,Sleep,Floor(Night),
5737567,5737620,53,Twitch,Floor(Night),
5737620,5738608,988,Sleep,Floor(Night),
5738608,5738775,167,Twitch,Floor(Night),
5738775,5738861,86,Sleep,Floor(Night),
5738861,5738877,16,Twitch,Floor(Night),
5738877,5738926,49,Sleep,Floor(Night),
5738926,5739226,300,Twitch,Floor(Night),
5739226,5739407,181,Awaken,Floor(Night),
5739407,5739612,205,Unknown Behavior,,
5739612,5739660,48,Remain Low,Floor(Night),
5739660,5739684,24,Turn,face-front/back,Floor(Night),
5739684,5739690,6,Turn,Floor(Night),
5739690,5739696,6,Turn,face-front/back,Floor(Night),
5739696,5739888,192,Remain Low,Floor(Night),
5739888,5739894,6,Turn,Floor(Night),
5739894,5739912,18,Remain Low,Floor(Night),
5739912,5739945,33,Stretch Body,RightWall(Night),
5739945,5739951,6,Stationary,RightWall(Night),
5739951,5739960,9,Remain Low,RightWall(Night),
5739960,5739975,15,Stretch Body,RightWall(Night),
5739975,5741356,1381,Sleep,RightWall(Night),
5741356,5741656,300,Twitch,Floor(Night),
5741656,5741678,22,Awaken,Floor(Night),
5741678,5741751,73,Remain Low,Floor(Night),
5741751,5741769,18,Unknown Behavior,RightWall(Night),
5741769,5741781,12,Remain Low,Floor(Night),
5741781,5741787,6,Unknown Behavior,,
5741787,5741793,6,Remain Low,Floor(Night),
5741793,5741801,8,Unknown Behavior,,
5741801,5741921,120,Remain Low,Floor(Night),
5741921,5741937,16,Unknown Behavior,,
5741937,5742009,72,Remain Low,RightWall(Night),
5742009,5742284,275,Unknown Behavior,,
5742284,5742302,18,Remain Low,RightWall(Night),
5742302,5742308,6,Rear up Partially,RightWall(Night),
5742308,5742319,11,Remain Partially Reared,RightWall(Night),
5742319,5742707,388,Groom,HdW,RightWall(Night),
5742707,5742737,30,Stretch Body,RightWall(Night),
5743001,5743432,431,Groom,B_L<-PLF,RightWall(Night),
5743482,5743889,407,Groom,PLF<-HdW,RightWall(Night),
5743889,5743992,103,Sniff,RightWall(Night),
5743992,5743998,6,Remain RearUp,RightWall(Night),
5743998,5744010,12,Come Down,RightWall(Night),
5744010,5744037,27,Remain Low,RightWall(Night),
5744037,5744816,779,Stretch Body,RightWall(Night),
5744816,5745994,1178,Sleep,RightWall(Night),
5745994,5746179,185,Twitch,RightWall(Night),
5746179,5746400,221,Sleep,RightWall(Night),
5746400,5746432,32,Twitch,RightWall(Night),
5746432,5746584,152,Sleep,RightWall(Night),
5746584,5746741,157,Twitch,RightWall(Night),
5746741,5746799,58,Sleep,RightWall(Night),
5746799,5746821,22,Twitch,RightWall(Night),
5746821,5746878,57,Sleep,RightWall(Night),
5746878,5746891,13,Twitch,RightWall(Night),
5746891,5746928,37,Sleep,RightWall(Night),
5746928,5746940,12,Twitch,RightWall(Night),
5746940,5746974,34,Sleep,RightWall(Night),
5746974,5747028,54,Twitch,RightWall(Night),
5747028,5747066,38,Sleep,RightWall(Night),
5747066,5747186,120,Twitch,RightWall(Night),
5747186,5747224,38,Sleep,RightWall(Night),
5747224,5747243,19,Twitch,RightWall(Night),
5747243,5747291,48,Sleep,RightWall(Night),
5747291,5747343,52,Twitch,RightWall(Night),
5747343,5747392,49,Sleep,RightWall(Night),
5747392,5747467,75,Twitch,RightWall(Night),
5747467,5747845,378,Sleep,RightWall(Night),
5747845,5748137,292,Twitch,RightWall(Night),
5748137,5748177,40,Sleep,RightWall(Night),
5748177,5748477,300,Twitch,RightWall(Night),
5748477,5748478,1,Awaken,Night,
5748478,5748517,39,Remain Low,RightWall(Night),
5748686,5749078,392,Groom,PLF<-HdW,RightWall(Night),
5749078,5749319,241,Remain Low,RightWall(Night),
5749319,5749331,12,Turn,face-front/back,RightWall(Night),
5749331,5749359,28,Remain Low,RightWall(Night),
5749359,5749463,104,Pause,(Night),
5749463,5749469,6,Turn,face-front/back,RightWall(Night),
5749469,5749571,102,Remain Low,RightWall(Night),
5749571,5749577,6,Turn,face-front/back,RightWall(Night),
