 Experiment number: ,,#210
 Experiment date: ,,November-22-2022
 Animal Strain: ,,
 Animal Birthdate: ,,November-22-2022
 Color of Animal: ,,White
 Size of Animal: ,,Regular
Analysis Length:,,"0"""
Analysis Start@:,,"0"""
Dstance Traveled:,,    549.25(meters)

Behavior Profile-Behavior List
From Frame,To Frame,Length(frames),Behavior,Comment,
3395930,3395942,12,Come Down From Partially Reared,RightWall(Night),
3395942,3395954,12,Rear up Partially,RightWall(Night),
3395954,3395960,6,Come Down From Partially Reared,RightWall(Night),
3395960,3396002,42,Remain Low,RightWall(Night),
3396002,3396008,6,Turn,face-front/back,RightWall(Night),
3396008,3396014,6,Rear up Partially,RightWall(Night),
3396014,3396020,6,Come Down From Partially Reared,RightWall(Night),
3396020,3396170,150,Remain Low,RightWall(Night),
3396170,3396176,6,Rear up Partially,RightWall(Night),
3396176,3396182,6,Come Down From Partially Reared,RightWall(Night),
3396182,3396311,129,Remain Low,RightWall(Night),
3396311,3396320,9,Stationary,RightWall(Night),
3396320,3396356,36,Remain Low,RightWall(Night),
3396356,3396362,6,Turn,RightWall(Night),
3396362,3396368,6,Turn,RightWall(Night),
3396368,3396446,78,Remain Low,RightWall(Night),
3396446,3396452,6,Rear up Partially,RightWall(Night),
3396452,3396458,6,Come Down From Partially Reared,RightWall(Night),
3396458,3396722,264,Remain Low,RightWall(Night),
3396722,3396728,6,Rear up Partially,RightWall(Night),
3396728,3396734,6,Come Down From Partially Reared,RightWall(Night),
3396734,3396766,32,Remain Low,RightWall(Night),
3396766,3396914,148,Pause,,
3396914,3396920,6,Rear up Partially,RightWall(Night),
3396920,3396926,6,Come Down From Partially Reared,RightWall(Night),
3396926,3397070,144,Remain Low,RightWall(Night),
3397070,3397082,12,Turn,face-front/back,RightWall(Night),
3397082,3397409,327,Remain Low,RightWall(Night),
3397409,3397415,6,Turn,RightWall(Night),
3397415,3397421,6,Turn,face-front/back,RightWall(Night),
3397421,3397613,192,Remain Low,RightWall(Night),
3397613,3397622,9,Rear up Partially,RightWall(Night),
3397622,3397628,6,Come Down From Partially Reared,RightWall(Night),
3397628,3397742,114,Remain Low,RightWall(Night),
3397742,3397751,9,Rear up Partially,RightWall(Night),
3397751,3397757,6,Come Down From Partially Reared,RightWall(Night),
3397757,3397817,60,Remain Low,RightWall(Night),
3397817,3398137,320,Groom,PLF,RightWall(Night),
3398137,3398414,277,Remain Low,RightWall(Night),
3398414,3398420,6,Rear up Partially,RightWall(Night),
3398420,3398426,6,Come Down From Partially Reared,RightWall(Night),
3398426,3398478,52,Remain Low,RightWall(Night),
3398478,3398489,11,Turn,face-front/back,RightWall(Night),
3398489,3398549,60,Remain Low,RightWall(Night),
3398549,3398555,6,Turn,RightWall(Night),
3398555,3398579,24,Remain Low,RightWall(Night),
3398579,3398585,6,Turn,RightWall(Night),
3398585,3398591,6,Remain Low,RightWall(Night),
3398591,3398600,9,Turn,face-front/back,RightWall(Night),
3398600,3398648,48,Remain Low,RightWall(Night),
3398648,3398654,6,Turn,RightWall(Night),
3398654,3398660,6,Turn,face-front/back,RightWall(Night),
3398660,3399221,561,Remain Low,RightWall(Night),
3399221,3399360,139,Pause,,
3399360,3399404,44,Remain Low,,
3399404,3399496,92,Pause,,
3399496,3399591,95,Remain Low,RightWall(Night),
3399591,3399786,195,Pause,Night,
3399786,3399812,26,Remain Low,,
3399812,3399818,6,Turn,RightWall(Night),
3399818,3399827,9,Turn,face-front/back,RightWall(Night),
3399827,3399981,154,Remain Low,RightWall(Night),
3400381,3400741,360,Groom,PLR<-HdW,RightWall(Night),
3400741,3400754,13,Remain Low,RightWall(Night),
3400754,3400760,6,Turn,RightWall(Night),
3400760,3400808,48,Remain Low,RightWall(Night),
3400808,3400817,9,Turn,RightWall(Night),
3400817,3400907,90,Remain Low,RightWall(Night),
3400907,3400913,6,Turn,RightWall(Night),
3400913,3400937,24,Remain Low,RightWall(Night),
3400937,3400955,18,Unknown Behavior,RightWall(Night),
3400955,3401012,57,Remain Low,RightWall(Night),
3401012,3401024,12,Stationary,Floor(Night),
3401024,3401048,24,Remain Low,Floor(Night),
3401048,3401123,75,Stretch Body,Floor(Night),
3401123,3401138,15,Unknown Behavior,Floor(Night),
3401138,3401189,51,Remain Low,Floor(Night),
3401189,3401198,9,Stationary,Floor(Night),
3401198,3401250,52,Remain Low,Floor(Night),
3401353,3401684,331,Groom,PLF,Floor(Night),
3401684,3401697,13,Stretch Body,Floor(Night),
3401697,3401757,60,Remain Low,Floor(Night),
3401757,3401778,21,Unknown Behavior,Floor(Night),
3401778,3401784,6,Come Down From Partially Reared,LeftWall(Night),
3401784,3401844,60,Stretch Body,Floor(Night),
3401844,3401850,6,Remain Low,Floor(Night),
3401850,3401877,27,Stretch Body,Floor(Night),
3401877,3401892,15,Remain Low,Floor(Night),
3401892,3401904,12,Stretch Body,Floor(Night),
3401904,3401922,18,Remain Low,Floor(Night),
3401922,3401931,9,Rear up Partially,Floor(Night),
3401931,3401943,12,Stretch Body,Floor(Night),
3401943,3402156,213,Remain Low,LeftWall(Night),
3402156,3402168,12,Rear up Partially,LeftWall(Night),
3402168,3402177,9,Remain Partially Reared,LeftWall(Night),
3402177,3402183,6,Come Down From Partially Reared,LeftWall(Night),
3402183,3402189,6,Rear up Partially,LeftWall(Night),
3402189,3402195,6,Come Down From Partially Reared,LeftWall(Night),
3402195,3402207,12,Remain Low,LeftWall(Night),
3402207,3402219,12,Walk Right,Floor(Night),
3402219,3402231,12,Remain Low,Floor(Night),
3402231,3402245,14,Unknown Behavior,,
3402245,3402299,54,Remain Low,LeftWall(Night),
3402299,3402305,6,Rear up Partially,LeftWall(Night),
3402305,3402323,18,Remain Partially Reared,LeftWall(Night),
3402323,3402539,216,"(null)(RUfromPR, RemainRU)",LeftWall(Night),
3402539,3402545,6,Come Down,LeftWall(Night),
3402545,3402551,6,Remain Low,LeftWall(Night),
3402551,3402557,6,Rear up Partially,LeftWall(Night),
3402557,3402563,6,Remain Partially Reared,LeftWall(Night),
3402563,3402575,12,"(null)(RUfromPR, RemainRU)",LeftWall(Night),
3402575,3402581,6,Come Down,LeftWall(Night),
3402581,3402587,6,Rear Up,LeftWall(Night),
3402587,3402593,6,Come Down To Partially Reared,LeftWall(Night),
3402593,3402605,12,"(null)(RUfromPR, RemainRU)",LeftWall(Night),
3402605,3402611,6,Come Down,LeftWall(Night),
3402611,3402617,6,Rear up Partially,LeftWall(Night),
3402617,3402623,6,Come Down From Partially Reared,LeftWall(Night),
3402623,3402641,18,Remain Low,LeftWall(Night),
3402641,3402671,30,"(null)(RearUp, RemainRU)",LeftWall(Night),
3402671,3402677,6,Come Down,LeftWall(Night),
3402677,3402689,12,"(null)(RearUp, RemainRU)",LeftWall(Night),
3402689,3402695,6,Come Down,LeftWall(Night),
3402695,3402749,54,Remain Low,LeftWall(Night),
3402749,3402776,27,"(null)(RearUp, RemainRU)",LeftWall(Night),
3402776,3402803,27,Sniff,LeftWall(Night),
3402803,3402809,6,Come Down To Partially Reared,LeftWall(Night),
3402809,3402839,30,"(null)(RUfromPR, RemainRU)",LeftWall(Night),
3402839,3402860,21,"(null)(CDtoPR, CDfromPR)",LeftWall(Night),
3402860,3402878,18,Remain Low,LeftWall(Night),
3402878,3402890,12,"(null)(RUtoPR, RUfromPR)",LeftWall(Night),
3402890,3402896,6,Come Down,LeftWall(Night),
3402896,3402926,30,Remain Low,LeftWall(Night),
3402926,3402932,6,Rear Up,LeftWall(Night),
3402932,3402942,10,Come Down,LeftWall(Night),
3402942,3402953,11,Remain Low,LeftWall(Night),
3402953,3402977,24,"(null)(RearUp, RemainRU)",LeftWall(Night),
3402977,3402983,6,Come Down,LeftWall(Night),
3402983,3402995,12,Remain Low,LeftWall(Night),
3402995,3403001,6,Turn,LeftWall(Night),
3403001,3403259,258,Remain Low,LeftWall(Night),
3403259,3403274,15,Walk Right,Floor(Night),
3403274,3403293,19,Remain Low,Floor(Night),
3403293,3403689,396,Groom,B_L,Floor(Night),
3403689,3403735,46,Remain Low,Floor(Night),
3403735,3403747,12,Stationary,Floor(Night),
3403747,3403855,108,Remain Low,Floor(Night),
3403855,3403867,12,Turn,face-front/back,Floor(Night),
3403867,3403873,6,Remain Low,Floor(Night),
3403873,3403879,6,Turn,Floor(Night),
3403879,3403888,9,Walk Left,Floor(Night),
3403888,3403894,6,Rear up Partially,Floor(Night),
3403894,3403900,6,Come Down From Partially Reared,Floor(Night),
3403900,3403906,6,Remain Low,Floor(Night),
3403906,3403912,6,Rear up Partially,Floor(Night),
3403912,3404150,238,Unknown Behavior,,
3404150,3404156,6,Remain Low,Floor(Night),
3404156,3404170,14,Unknown Behavior,,
3404170,3404194,24,Remain Low,Floor(Night),
3404194,3404203,9,Unknown Behavior,,
3404203,3404221,18,Remain Low,Floor(Night),
3404221,3404229,8,Unknown Behavior,,
3404229,3404235,6,Remain Low,Floor(Night),
3404235,3404241,6,Walk Right,Floor(Night),
3404241,3404247,6,Remain Low,Floor(Night),
3404247,3404256,9,Walk Slowly,Floor(Night),
3404256,3404282,26,Unknown Behavior,,
3404282,3404291,9,Turn,face-front/back,LeftWall(Night),
3404291,3404429,138,Remain Low,LeftWall(Night),
3404429,3404441,12,"(null)(RearUp, RemainRU)",LeftWall(Night),
3404441,3404447,6,Come Down To Partially Reared,LeftWall(Night),
3404447,3404459,12,"(null)(RUfromPR, RemainRU)",LeftWall(Night),
3404459,3404465,6,Stretch Body,LeftWall(Night),
3404465,3404579,114,Remain RearUp,LeftWall(Night),
3404579,3404591,12,"(null)(CDtoPR, CDfromPR)",LeftWall(Night),
3404591,3404783,192,Remain Low,LeftWall(Night),
3404783,3404795,12,Stationary,LeftWall(Night),
3404795,3404819,24,Remain Low,LeftWall(Night),
3404819,3404825,6,Walk Slowly,LeftWall(Night),
3404825,3404831,6,Turn,face-front/back,LeftWall(Night),
3404831,3404861,30,Remain Low,LeftWall(Night),
3404861,3404867,6,Turn,LeftWall(Night),
3404867,3404957,90,Remain Low,LeftWall(Night),
3404957,3404963,6,Rear up Partially,LeftWall(Night),
3404963,3404987,24,Remain Partially Reared,LeftWall(Night),
3404987,3404993,6,Rear up Full From Partial,LeftWall(Night),
3405239,3405584,345,Groom,B_L,RightWall(Night),
3405584,3405603,19,Remain Low,RightWall(Night),
3405603,3405609,6,Rear Up,RightWall(Night),
3405609,3405615,6,Come Down,RightWall(Night),
3405615,3405621,6,Turn,RightWall(Night),
3405621,3405633,12,Remain Low,RightWall(Night),
3405633,3405639,6,Walk Slowly,Floor(Night),
3405639,3405651,12,Remain Low,OnBedding(Night),
3405651,3405657,6,Turn,Floor(Night),
3405657,3405671,14,Settling,Floor(Night),
3405671,3405696,25,Remain Low,Floor(Night),
3405696,3405702,6,Walk Left,Floor(Night),
3405702,3406533,831,Groom,PLF,LeftWall(Night),
3406533,3406636,103,Remain Low,LeftWall(Night),
3406636,3408523,1887,Pause,LeftWall(Night),
3408523,3409042,519,Groom,HdW,LeftWall(Night),
3409042,3409139,97,Remain Low,LeftWall(Night),
3409139,3409151,12,Turn,face-front/back,LeftWall(Night),
3409151,3409175,24,Remain Low,LeftWall(Night),
3409175,3409181,6,Turn,LeftWall(Night),
3409181,3409217,36,Remain Low,face-front/back,LeftWall(Night),
3409217,3409223,6,Turn,LeftWall(Night),
3409223,3409232,9,Turn,LeftWall(Night),
3409232,3409362,130,Remain Low,LeftWall(Night),
3409362,3409550,188,Pause,LeftWall(Night),
3409550,3409556,6,Turn,LeftWall(Night),
3409556,3409604,48,Remain Low,LeftWall(Night),
3409604,3409610,6,Turn,LeftWall(Night),
3409610,3409652,42,Remain Low,face-front/back,LeftWall(Night),
3409652,3409658,6,Turn,LeftWall(Night),
3409658,3409916,258,Pause,LeftWall(Night),
3409916,3409925,9,Turn,LeftWall(Night),
3409946,3410472,526,Groom,PLR<-HdW,LeftWall(Night),
3410472,3410473,1,Remain Low,LeftWall(Night),
3410473,3410563,90,Pause,LeftWall(Night),
3410563,3410567,4,Remain Low,LeftWall(Night),
3410567,3413615,3048,Pause,LeftWall(Night),
3413615,3413618,3,Remain Low,LeftWall(Night),
3413618,3414965,1347,Pause,LeftWall(Night),
3414965,3415220,255,Remain Low,LeftWall(Night),
3415220,3415550,330,Pause,Night,
3415550,3415615,65,Remain Low,,
3415615,3415621,6,Turn,LeftWall(Night),
3415621,3415747,126,Remain Low,LeftWall(Night),
3415747,3415753,6,Turn,LeftWall(Night),
3415753,3415759,6,Turn,LeftWall(Night),
3415759,3415765,6,Turn,face-front/back,LeftWall(Night),
3415765,3415836,71,Remain Low,LeftWall(Night),
3415836,3416168,332,Pause,Night,
3416168,3416576,408,Groom,PLF,LeftWall(Night),
3416576,3416577,1,Remain Low,LeftWall(Night),
3416577,3416678,101,Pause,LeftWall(Night),
3416678,3416685,7,Remain Low,LeftWall(Night),
3416685,3416787,102,Pause,LeftWall(Night),
3416787,3416793,6,Turn,LeftWall(Night),
3416793,3416811,18,Remain Low,LeftWall(Night),
3416811,3416820,9,Turn,LeftWall(Night),
3416820,3417027,207,Pause,LeftWall(Night),
3417027,3417032,5,Remain Low,LeftWall(Night),
3417032,3417444,412,Pause,,
3417444,3417450,6,Turn,LeftWall(Night),
3417450,3417690,240,Pause,LeftWall(Night),
3417690,3417699,9,Turn,face-front/back,LeftWall(Night),
3417699,3418005,306,Pause,LeftWall(Night),
3418005,3418011,6,Turn,LeftWall(Night),
3418011,3418035,24,Remain Low,LeftWall(Night),
3418035,3418044,9,Turn,face-front/back,LeftWall(Night),
3418044,3418134,90,Remain Low,LeftWall(Night),
3418134,3418140,6,Turn,LeftWall(Night),
3418140,3418404,264,Pause,LeftWall(Night),
3418404,3418413,9,Turn,face-front/back,LeftWall(Night),
3418413,3418887,474,Pause,LeftWall(Night),
3418887,3418893,6,Turn,LeftWall(Night),
3418893,3418995,102,Pause,LeftWall(Night),
3418995,3419004,9,Turn,face-front/back,LeftWall(Night),
3419004,3419034,30,Remain Low,LeftWall(Night),
3419034,3419040,6,Turn,LeftWall(Night),
3419040,3419184,144,Pause,LeftWall(Night),
3419184,3419193,9,Turn,face-front/back,LeftWall(Night),
3419193,3419283,90,Remain Low,LeftWall(Night),
3419283,3419289,6,Turn,LeftWall(Night),
3419289,3419349,60,Remain Low,LeftWall(Night),
3419349,3419358,9,Turn,face-front/back,LeftWall(Night),
3419358,3419610,252,Pause,LeftWall(Night),
3419610,3419616,6,Turn,LeftWall(Night),
3419616,3419640,24,Remain Low,LeftWall(Night),
3419640,3419649,9,Turn,face-front/back,LeftWall(Night),
3419649,3419679,30,Remain Low,LeftWall(Night),
3419679,3419685,6,Turn,LeftWall(Night),
3419685,3419721,36,Remain Low,LeftWall(Night),
3419721,3419730,9,Turn,face-front/back,LeftWall(Night),
3419730,3419795,65,Remain Low,LeftWall(Night),
3419795,3420390,595,Pause,Night,
3420390,3420396,6,Turn,LeftWall(Night),
3420396,3420444,48,Remain Low,LeftWall(Night),
3420444,3420453,9,Turn,face-front/back,LeftWall(Night),
3420453,3425799,5346,Pause,LeftWall(Night),
3425799,3425805,6,Turn,LeftWall(Night),
3425805,3426087,282,Pause,LeftWall(Night),
3426087,3426096,9,Turn,face-front/back,LeftWall(Night),
3426096,3426414,318,Pause,LeftWall(Night),
3426414,3426420,6,Turn,LeftWall(Night),
3426420,3426564,144,Pause,LeftWall(Night),
3426564,3426573,9,Turn,face-front/back,LeftWall(Night),
3426573,3427047,474,Pause,LeftWall(Night),
3427047,3427053,6,Turn,LeftWall(Night),
3427053,3427143,90,Remain Low,LeftWall(Night),
3427143,3427152,9,Turn,face-front/back,LeftWall(Night),
3427152,3427158,6,Remain Low,LeftWall(Night),
3427158,3427164,6,Turn,LeftWall(Night),
3427164,3427242,78,Remain Low,LeftWall(Night),
3427242,3427251,9,Turn,LeftWall(Night),
3427251,3427257,6,Turn,LeftWall(Night),
3427257,3427274,17,Remain Low,LeftWall(Night),
3427274,3427403,129,Pause,(Night),
3427403,3427491,88,Remain Low,,
3427491,3427500,9,Turn,face-front/back,LeftWall(Night),
3427500,3427506,6,Turn,LeftWall(Night),
3427506,3427515,9,Turn,face-front/back,LeftWall(Night),
3427515,3427561,46,Remain Low,LeftWall(Night),
3427561,3429087,1526,Pause,LeftWall(Night),
3429087,3429093,6,Turn,LeftWall(Night),
3429093,3429099,6,Remain Low,LeftWall(Night),
3429099,3429108,9,Turn,face-front/back,LeftWall(Night),
3429108,3429114,6,Remain Low,LeftWall(Night),
3429114,3429120,6,Turn,LeftWall(Night),
3429120,3429126,6,Remain Low,LeftWall(Night),
3429126,3429135,9,Turn,face-front/back,LeftWall(Night),
3429135,3429141,6,Remain Low,LeftWall(Night),
3429141,3429147,6,Turn,LeftWall(Night),
3429147,3429174,27,Remain Low,LeftWall(Night),
3429174,3429186,12,Stationary,LeftWall(Night),
3429186,3429192,6,Remain Low,LeftWall(Night),
3429192,3429201,9,Turn,face-front/back,LeftWall(Night),
3429201,3429237,36,Remain Low,LeftWall(Night),
3429237,3429243,6,Turn,LeftWall(Night),
3429243,3429255,12,Remain Low,LeftWall(Night),
3429255,3429264,9,Turn,face-front/back,LeftWall(Night),
3429264,3429384,120,Pause,LeftWall(Night),
3429384,3429390,6,Turn,LeftWall(Night),
3429390,3429834,444,Pause,LeftWall(Night),
3429834,3429843,9,Turn,face-front/back,LeftWall(Night),
3429843,3429933,90,Remain Low,LeftWall(Night),
3429933,3429939,6,Turn,LeftWall(Night),
3429939,3430626,687,Pause,LeftWall(Night),
3430626,3430635,9,Turn,face-front/back,LeftWall(Night),
3430635,3430659,24,Remain Low,face-front/back,LeftWall(Night),
3430659,3430665,6,Turn,LeftWall(Night),
3430665,3430689,24,Remain Low,LeftWall(Night),
3430689,3430698,9,Turn,face-front/back,LeftWall(Night),
3430698,3430704,6,Remain Low,LeftWall(Night),
3430704,3430710,6,Turn,LeftWall(Night),
3430710,3430848,138,Remain Low,LeftWall(Night),
3430848,3430857,9,Turn,LeftWall(Night),
3430857,3430863,6,Remain Low,LeftWall(Night),
3430863,3430869,6,Turn,LeftWall(Night),
3430869,3430953,84,Remain Low,LeftWall(Night),
3430953,3430962,9,Turn,face-front/back,LeftWall(Night),
3430962,3430992,30,Remain Low,LeftWall(Night),
3430992,3430998,6,Turn,LeftWall(Night),
3430998,3431751,753,Pause,LeftWall(Night),
3431751,3431760,9,Turn,face-front/back,LeftWall(Night),
3431760,3431766,6,Turn,LeftWall(Night),
3431766,3431772,6,Remain Low,face-front/back,LeftWall(Night),
3431772,3431781,9,Turn,face-front/back,LeftWall(Night),
3431781,3431799,18,Remain Low,LeftWall(Night),
3431799,3431805,6,Turn,LeftWall(Night),
3431805,3431811,6,Remain Low,LeftWall(Night),
3431811,3431820,9,Turn,face-front/back,LeftWall(Night),
3431820,3431826,6,Remain Low,LeftWall(Night),
3431826,3431832,6,Turn,LeftWall(Night),
3431832,3431980,148,Remain Low,LeftWall(Night),
3431980,3432096,116,Pause,,
3432096,3432122,26,Remain Low,,
3432122,3432706,584,Pause,,
3432706,3432738,32,Remain Low,LeftWall(Night),
3432738,3433631,893,Pause,LeftWall(Night),
3433631,3433699,68,Remain Low,LeftWall(Night),
3433699,3433792,93,Pause,LeftWall(Night),
3433792,3434062,270,Remain Low,,
3434062,3434195,133,Pause,,
3434195,3434233,38,Remain Low,,
3434233,3434550,317,Pause,LeftWall(Night),
3434550,3434610,60,Remain Low,LeftWall(Night),
3434610,3434616,6,Rear up Partially,LeftWall(Night),
3434616,3434622,6,Come Down From Partially Reared,LeftWall(Night),
3434622,3434628,6,Turn,LeftWall(Night),
3434628,3434640,12,Remain Low,LeftWall(Night),
3434975,3435281,306,Groom,B_L,LeftWall(Night),
3435281,3435348,67,Remain Low,Floor(Night),
3435348,3435357,9,Turn,Floor(Night),
3435357,3435402,45,Remain Low,Floor(Night),
3435402,3435534,132,Pause,LeftWall(Night),
3435534,3435555,21,Remain Low,,
3435555,3435561,6,Turn,Floor(Night),
3435561,3435609,48,Remain Low,Floor(Night),
3435609,3435621,12,Stationary,Floor(Night),
3435621,3435633,12,Remain Low,Floor(Night),
3435633,3435645,12,Turn,Floor(Night),
3435645,3435681,36,Remain Low,Floor(Night),
3435681,3435687,6,Turn,face-front/back,Floor(Night),
3435687,3435693,6,Turn,Floor(Night),
3435693,3435825,132,Remain Low,Floor(Night),
3435825,3436308,483,Groom,B_L<-PLF<-HdW,LeftWall(Night),
3436308,3436405,97,Remain Low,LeftWall(Night),
3436405,3436411,6,Turn,LeftWall(Night),
3436411,3436423,12,Remain Low,LeftWall(Night),
3436423,3436429,6,Turn,LeftWall(Night),
3436429,3436435,6,Turn,LeftWall(Night),
3436435,3436441,6,Remain Low,face-front/back,LeftWall(Night),
3436441,3436447,6,Turn,LeftWall(Night),
3436447,3436453,6,Remain Low,face-front/back,LeftWall(Night),
3436453,3436459,6,Turn,LeftWall(Night),
3436459,3436711,252,Remain Low,LeftWall(Night),
3436711,3436717,6,Turn,LeftWall(Night),
3436717,3436723,6,Turn,face-front/back,LeftWall(Night),
3436723,3436747,24,Turn,LeftWall(Night),
3436747,3436753,6,Turn,LeftWall(Night),
3436753,3436762,9,Turn,face-front/back,LeftWall(Night),
3436762,3436780,18,Remain Low,LeftWall(Night),
3436780,3436786,6,Turn,face-front/back,LeftWall(Night),
3436786,3436840,54,Remain Low,LeftWall(Night),
3436840,3436846,6,Turn,LeftWall(Night),
3436846,3436852,6,Turn,face-front/back,LeftWall(Night),
3436852,3436864,12,Remain Low,LeftWall(Night),
3436864,3436870,6,Turn,LeftWall(Night),
3436870,3436936,66,Remain Low,LeftWall(Night),
3436936,3436942,6,Turn,face-front/back,LeftWall(Night),
3436942,3436948,6,Turn,LeftWall(Night),
3436948,3436957,9,Turn,face-front/back,LeftWall(Night),
3436957,3437749,792,Remain Low,LeftWall(Night),
3437749,3437755,6,Turn,LeftWall(Night),
3437755,3437761,6,Remain Low,LeftWall(Night),
3437761,3437767,6,Turn,face-front/back,LeftWall(Night),
3437767,3437785,18,Remain Low,LeftWall(Night),
3437785,3437789,4,Turn,face-front/back,LeftWall(Night),
3437789,3438133,344,Groom,B_L,LeftWall(Night),
3438133,3438272,139,Remain Low,LeftWall(Night),
3438272,3438278,6,Turn,LeftWall(Night),
3438278,3438332,54,Remain Low,face-front/back,LeftWall(Night),
3438332,3438338,6,Turn,LeftWall(Night),
3438338,3438352,14,Remain Low,LeftWall(Night),
3438352,3438464,112,Pause,LeftWall(Night),
3438464,3438465,1,Remain Low,LeftWall(Night),
3438465,3438635,170,Pause,LeftWall(Night),
3438635,3438978,343,Groom,PLF<-HdW,LeftWall(Night),
3439181,3439537,356,Groom,HdW,LeftWall(Night),
3439537,3439598,61,Remain Low,LeftWall(Night),
3439598,3439604,6,Turn,LeftWall(Night),
3439604,3439610,6,Turn,LeftWall(Night),
3439610,3439634,24,Remain Low,LeftWall(Night),
3439634,3439640,6,Turn,LeftWall(Night),
3439640,3439646,6,Turn,LeftWall(Night),
3439646,3439664,18,Remain Low,LeftWall(Night),
3439664,3439670,6,Turn,LeftWall(Night),
3439670,3439676,6,Remain Low,LeftWall(Night),
3439676,3439682,6,Turn,face-front/back,LeftWall(Night),
3439682,3439694,12,Remain Low,LeftWall(Night),
3439694,3439700,6,Turn,LeftWall(Night),
3439700,3439706,6,Turn,face-front/back,LeftWall(Night),
3439706,3439742,36,Remain Low,LeftWall(Night),
3439742,3439748,6,Turn,face-front/back,LeftWall(Night),
3439748,3439766,18,Remain Low,LeftWall(Night),
3439766,3439772,6,Turn,face-front/back,LeftWall(Night),
3439772,3439784,12,Remain Low,LeftWall(Night),
3439784,3439790,6,Turn,LeftWall(Night),
3439790,3439838,48,Remain Low,LeftWall(Night),
3439838,3439850,12,Turn,face-front/back,LeftWall(Night),
3439850,3439856,6,Turn,LeftWall(Night),
3439856,3439922,66,Remain Low,LeftWall(Night),
3439922,3439931,9,Turn,face-front/back,LeftWall(Night),
3439931,3439937,6,Turn,LeftWall(Night),
3439937,3440033,96,Pause,LeftWall(Night),
3440033,3440039,6,Turn,face-front/back,LeftWall(Night),
3440039,3440045,6,Turn,LeftWall(Night),
3440045,3440075,30,Remain Low,LeftWall(Night),
3440075,3440081,6,Turn,face-front/back,LeftWall(Night),
3440081,3440087,6,Turn,LeftWall(Night),
3440087,3440099,12,Remain Low,LeftWall(Night),
3440099,3440105,6,Turn,face-front/back,LeftWall(Night),
3440105,3440111,6,Turn,LeftWall(Night),
3440111,3440177,66,Remain Low,LeftWall(Night),
3440177,3440183,6,Turn,face-front/back,LeftWall(Night),
3440183,3440231,48,Remain Low,LeftWall(Night),
3440231,3440237,6,Turn,face-front/back,LeftWall(Night),
3440237,3440255,18,Unknown Behavior,LeftWall(Night),
3440255,3440271,16,Remain Low,LeftWall(Night),
3440271,3440282,11,Turn,face-front/back,LeftWall(Night),
3440282,3440294,12,Remain Low,LeftWall(Night),
3440294,3440300,6,Turn,LeftWall(Night),
3440300,3440330,30,Remain Low,LeftWall(Night),
3440330,3440336,6,Turn,face-front/back,LeftWall(Night),
3440336,3440360,24,Remain Low,LeftWall(Night),
3440360,3440366,6,Turn,LeftWall(Night),
3440366,3440372,6,Remain Low,LeftWall(Night),
3440372,3440378,6,Turn,face-front/back,LeftWall(Night),
3440378,3440396,18,Remain Low,LeftWall(Night),
3440396,3440402,6,Turn,LeftWall(Night),
3440402,3440408,6,Turn,face-front/back,LeftWall(Night),
3440408,3440414,6,Turn,LeftWall(Night),
3440414,3440426,12,Turn,face-front/back,LeftWall(Night),
3440426,3440432,6,Remain Low,LeftWall(Night),
3440432,3440444,12,Turn,face-front/back,LeftWall(Night),
3440444,3440498,54,Remain Low,LeftWall(Night),
3440498,3440510,12,Turn,face-front/back,LeftWall(Night),
3440510,3440558,48,Remain Low,LeftWall(Night),
3440558,3440564,6,Turn,LeftWall(Night),
3440564,3440594,30,Remain Low,LeftWall(Night),
3440594,3440600,6,Turn,face-front/back,LeftWall(Night),
3440600,3440618,18,Remain Low,LeftWall(Night),
3440618,3440624,6,Turn,LeftWall(Night),
3440624,3440666,42,Remain Low,LeftWall(Night),
3440666,3440672,6,Turn,LeftWall(Night),
3440672,3440678,6,Turn,LeftWall(Night),
3440678,3440690,12,Turn,face-front/back,LeftWall(Night),
3440690,3440702,12,Remain Low,LeftWall(Night),
3440702,3440708,6,Turn,LeftWall(Night),
3440708,3440714,6,Remain Low,LeftWall(Night),
3440714,3440720,6,Turn,face-front/back,LeftWall(Night),
3440720,3440726,6,Turn,LeftWall(Night),
3440726,3440732,6,Remain Low,LeftWall(Night),
3440732,3440738,6,Turn,face-front/back,LeftWall(Night),
3440738,3440756,18,Remain Low,LeftWall(Night),
3440756,3440762,6,Turn,LeftWall(Night),
3440762,3440786,24,Remain Low,LeftWall(Night),
3440786,3440792,6,Turn,LeftWall(Night),
3440792,3440798,6,Turn,LeftWall(Night),
3440798,3440804,6,Remain Low,LeftWall(Night),
3440804,3440810,6,Turn,face-front/back,LeftWall(Night),
3440810,3440816,6,Remain Low,LeftWall(Night),
3440816,3440822,6,Turn,LeftWall(Night),
3440822,3440856,34,Remain Low,LeftWall(Night),
3440856,3440867,11,Turn,face-front/back,LeftWall(Night),
3440867,3440927,60,Remain Low,LeftWall(Night),
3440927,3440933,6,Turn,face-front/back,LeftWall(Night),
3440933,3440939,6,Turn,LeftWall(Night),
3440939,3441351,412,Remain Low,LeftWall(Night),
3441351,3441579,228,Pause,LeftWall(Night),
3441579,3441906,327,Remain Low,LeftWall(Night),
3441906,3442093,187,Pause,(Night),
3442093,3442329,236,Remain Low,,
3442329,3442802,473,Groom,PLF<-HdW,LeftWall(Night),
3442802,3442862,60,Remain Low,LeftWall(Night),
