 Experiment number: ,,#202
 Experiment date: ,,November-12-2022
 Animal Strain: ,,
 Animal Birthdate: ,,November-12-2022
 Color of Animal: ,,White
 Size of Animal: ,,Regular
Analysis Length:,,"171:59'16"""
Analysis Start@:,,"167:59'17"""
Dstance Traveled:,,    413.85(meters)

Behavior Profile-Behavior List
From Frame,To Frame,Length(frames),Behavior,Comment,
1388664,1388813,149,Twitch,LeftWall(Night),
1388813,1388874,61,Sleep,LeftWall(Night),
1388874,1388885,11,Twitch,LeftWall(Night),
1388885,1390281,1396,Sleep,LeftWall(Night),
1390281,1390471,190,Twitch,LeftWall(Night),
1390471,1390712,241,Sleep,LeftWall(Night),
1390712,1390752,40,Twitch,LeftWall(Night),
1390752,1390808,56,Sleep,LeftWall(Night),
1390808,1390849,41,Twitch,LeftWall(Night),
1390849,1392682,1833,Sleep,LeftWall(Night),
1392682,1392820,138,Twitch,LeftWall(Night),
1392820,1392852,32,Sleep,LeftWall(Night),
1392852,1392882,30,Twitch,LeftWall(Night),
1392882,1392922,40,Sleep,LeftWall(Night),
1392922,1393016,94,Twitch,LeftWall(Night),
1393016,1393060,44,Sleep,LeftWall(Night),
1393060,1393173,113,Twitch,LeftWall(Night),
1393173,1393220,47,Sleep,LeftWall(Night),
1393220,1393310,90,Twitch,LeftWall(Night),
1393310,1393453,143,Sleep,LeftWall(Night),
1393453,1393651,198,Twitch,LeftWall(Night),
1393651,1393717,66,Sleep,LeftWall(Night),
1393717,1393874,157,Twitch,LeftWall(Night),
1393874,1393924,50,Sleep,LeftWall(Night),
1393924,1393925,1,Awaken,,
1393925,1393937,12,Walk Right,LeftWall(Night),
1393937,1394015,78,Unknown Behavior,LeftWall(Night),
1394015,1394023,8,Walk Left,Night,
1394023,1394201,178,Pause,LeftWall(Night),
1394201,1394219,18,Stretch Body,LeftWall(Night),
1394219,1394288,69,Remain Low,LeftWall(Night),
1394288,1394303,15,Stretch Body,LeftWall(Night),
1394303,1394312,9,Turn,LeftWall(Night),
1394312,1394354,42,Stretch Body,LeftWall(Night),
1394354,1394360,6,Walk Slowly,LeftWall(Night),
1394360,1394366,6,Turn,LeftWall(Night),
1394366,1394414,48,Remain Low,LeftWall(Night),
1394414,1394426,12,Turn,face-front/back,LeftWall(Night),
1394426,1394435,9,Stretch Body,LeftWall(Night),
1394435,1394441,6,Unknown Behavior,Night,
1394441,1394447,6,Walk Slowly,Night,
1394447,1394471,24,Remain Low,Night,
1394471,1394483,12,Walk Slowly,Night,
1394483,1394519,36,Remain Low,LeftWall(Night),
1394519,1394531,12,Turn,LeftWall(Night),
1394531,1394543,12,Remain Low,LeftWall(Night),
1394543,1394552,9,Turn,face-front/back,Floor(Night),
1394552,1394594,42,Remain Low,LeftWall(Night),
1394594,1394606,12,Turn,face-front/back,LeftWall(Night),
1394606,1394612,6,Remain Low,LeftWall(Night),
1394612,1394618,6,Turn,LeftWall(Night),
1394618,1394648,30,Remain Low,LeftWall(Night),
1394648,1394654,6,Turn,face-front/back,LeftWall(Night),
1394654,1394660,6,Turn,LeftWall(Night),
1394660,1394671,11,Remain Low,LeftWall(Night),
1394671,1395344,673,Pause,(Night),
1395344,1395353,9,Turn,face-front/back,LeftWall(Night),
1395353,1395521,168,Remain Low,LeftWall(Night),
1395521,1395527,6,Walk Slowly,Floor(Night),
1395527,1395533,6,Remain Low,Floor(Night),
1395533,1395539,6,Walk Slowly,Floor(Night),
1395539,1395551,12,Remain Low,LeftWall(Night),
1395551,1395557,6,Walk Slowly,Floor(Night),
1395557,1395611,54,Remain Low,Floor(Night),
1395611,1395617,6,Walk Slowly,Floor(Night),
1395617,1395635,18,Remain Low,LeftWall(Night),
1395635,1395647,12,Walk Slowly,LeftWall(Night),
1395647,1395881,234,Remain Low,LeftWall(Night),
1395881,1395887,6,Walk Slowly,Floor(Night),
1395887,1395893,6,Remain Low,Floor(Night),
1395893,1395899,6,Walk Slowly,LeftWall(Night),
1395899,1395923,24,Remain Low,LeftWall(Night),
1395923,1395947,24,Walk Slowly,LeftWall(Night),
1395947,1395995,48,Remain Low,LeftWall(Night),
1395995,1396013,18,Walk Slowly,Floor(Night),
1396013,1396061,48,Remain Low,Floor(Night),
1396061,1396067,6,Walk Slowly,Floor(Night),
1396067,1396086,19,Remain Low,Floor(Night),
1396086,1408944,12858,Sleep,Floor(Night),
1408944,1409097,153,Twitch,LeftWall(Night),
1409097,1409174,77,Sleep,Floor(Night),
1409174,1409175,1,Awaken,Floor(Night),
1409175,1413943,4768,Sleep,Floor(Night),
1413943,1414023,80,Twitch,Floor(Night),
1414023,1414060,37,Sleep,LeftWall(Night),
1414060,1414092,32,Twitch,Floor(Night),
1414092,1424637,10545,Sleep,Floor(Night),
1424637,1424650,13,Twitch,Floor(Night),
1424650,1428446,3796,Sleep,Floor(Night),
1428446,1428457,11,Twitch,Floor(Night),
1428457,1432334,3877,Sleep,LeftWall(Night),
1432334,1432352,18,Twitch,LeftWall(Night),
1432352,1432535,183,Sleep,Floor(Night),
1432535,1432549,14,Twitch,Floor(Night),
1432549,1442260,9711,Sleep,Floor(Night),
1442260,1442281,21,Twitch,LeftWall(Night),
1442281,1442447,166,Sleep,LeftWall(Night),
1442447,1442491,44,Twitch,LeftWall(Night),
1442491,1442547,56,Sleep,LeftWall(Night),
1442547,1442740,193,Twitch,LeftWall(Night),
1442740,1442822,82,Sleep,LeftWall(Night),
1442822,1442840,18,Twitch,LeftWall(Night),
1442840,1443075,235,Sleep,LeftWall(Night),
1443075,1443311,236,Twitch,LeftWall(Night),
1443311,1452769,9458,Sleep,LeftWall(Night),
1452769,1452783,14,Twitch,LeftWall(Night),
1452783,1452846,63,Sleep,LeftWall(Night),
1452846,1452859,13,Twitch,LeftWall(Night),
1452859,1454787,1928,Sleep,LeftWall(Night),
1454787,1454845,58,Awaken,LeftWall(Night),
1454845,1454851,6,Rear up Partially,Floor(Night),
1454851,1454857,6,Come Down From Partially Reared,LeftWall(Night),
1454857,1454903,46,Remain Low,LeftWall(Night),
1454945,1455329,384,Groom,PLF,LeftWall(Night),
1455329,1455330,1,Remain Low,LeftWall(Night),
1455330,1455482,152,Pause,LeftWall(Night),
1455482,1455545,63,Remain Low,LeftWall(Night),
1455545,1455694,149,Pause,Floor(Night),
1455694,1455750,56,Remain Low,Floor(Night),
1455750,1455759,9,Turn,Floor(Night),
1455759,1455795,36,Remain Low,Floor(Night),
1455795,1455801,6,Turn,Floor(Night),
1455801,1455825,24,Remain Low,Floor(Night),
1455825,1455834,9,Turn,face-front/back,Floor(Night),
1455834,1455846,12,Remain Low,Floor(Night),
1455846,1455864,18,Unknown Behavior,Floor(Night),
1455864,1455894,30,Stretch Body,Floor(Night),
1455894,1455902,8,Stationary,Floor(Night),
1455902,1455906,4,Sniff,Floor(Night),
1455906,1456182,276,Stretch Body,Floor(Night),
1456182,1456188,6,Sniff,Floor(Night),
1456188,1456416,228,Stretch Body,Floor(Night),
1456416,1456422,6,Stationary,Floor(Night),
1456422,1456428,6,Remain Low,Floor(Night),
1456428,1456443,15,Unknown Behavior,Floor(Night),
1456443,1456449,6,Turn,face-front/back,Floor(Night),
1456449,1456525,76,Remain Low,Floor(Night),
1456525,1457458,933,Sleep,Floor(Night),
1457458,1457758,300,Twitch,Floor(Night),
1457758,1457759,1,Awaken,Floor(Night),
1457759,1457796,37,Remain Low,Floor(Night),
1457796,1457802,6,Turn,face-front/back,Floor(Night),
1457802,1457808,6,Turn,Floor(Night),
1457808,1457904,96,Remain Low,Floor(Night),
1457904,1457910,6,Turn,face-front/back,Floor(Night),
1457910,1457916,6,Remain Low,Floor(Night),
1457916,1457922,6,Turn,Floor(Night),
1457922,1457946,24,Remain Low,Floor(Night),
1457946,1457952,6,Turn,face-front/back,Floor(Night),
1457952,1457958,6,Remain Low,Floor(Night),
1457958,1457964,6,Turn,Floor(Night),
1457964,1457982,18,Remain Low,Floor(Night),
1457982,1457988,6,Turn,Floor(Night),
1457988,1458036,48,Remain Low,Floor(Night),
1458036,1458042,6,Turn,Floor(Night),
1458042,1458060,18,Remain Low,Floor(Night),
1458060,1458066,6,Turn,face-front/back,Floor(Night),
1458066,1458165,99,Remain Low,Floor(Night),
1458165,1460806,2641,Sleep,Floor(Night),
1460806,1460849,43,Twitch,Floor(Night),
1460849,1461009,160,Sleep,Floor(Night),
1461009,1461035,26,Twitch,Floor(Night),
1461035,1464033,2998,Sleep,Floor(Night),
1464033,1464092,59,Twitch,Floor(Night),
1464092,1465390,1298,Sleep,Floor(Night),
1465390,1465563,173,Twitch,Floor(Night),
1465563,1465695,132,Sleep,Floor(Night),
1465695,1465769,74,Twitch,Floor(Night),
1465769,1465810,41,Sleep,Floor(Night),
1465810,1466011,201,Twitch,Floor(Night),
1466011,1466045,34,Sleep,Floor(Night),
1466045,1466140,95,Twitch,Floor(Night),
1466140,1466176,36,Sleep,Floor(Night),
1466176,1466242,66,Twitch,Floor(Night),
1466242,1466295,53,Sleep,Floor(Night),
1466295,1466452,157,Twitch,Floor(Night),
1466452,1466526,74,Sleep,Floor(Night),
1466526,1466777,251,Twitch,Floor(Night),
1466777,1466874,97,Sleep,Floor(Night),
1466874,1467098,224,Twitch,Floor(Night),
1467098,1467160,62,Sleep,Floor(Night),
1467160,1467244,84,Twitch,Floor(Night),
1467244,1467279,35,Sleep,Floor(Night),
1467279,1467290,11,Twitch,Night,
1467290,1467378,88,Sleep,Floor(Night),
1467378,1467450,72,Twitch,Floor(Night),
1467450,1467482,32,Sleep,Floor(Night),
1467482,1467499,17,Twitch,Floor(Night),
1467499,1467571,72,Sleep,Floor(Night),
1467571,1467871,300,Twitch,Floor(Night),
1467871,1467878,7,Awaken,Floor(Night),
1467878,1468159,281,Remain Low,Floor(Night),
1468159,1468675,516,Groom,PLF<-HdW,Floor(Night),
1468675,1468718,43,Remain Low,Floor(Night),
1468718,1468724,6,Turn,Floor(Night),
1468724,1468736,12,Remain Low,Floor(Night),
1468736,1468742,6,Turn,face-front/back,Floor(Night),
1468742,1468748,6,Remain Low,Floor(Night),
1468748,1468758,10,Turn,Floor(Night),
1468758,1468769,11,Remain Low,Floor(Night),
1468769,1468775,6,Turn,Floor(Night),
1468775,1468781,6,Turn,face-front/back,Floor(Night),
1468781,1468894,113,Remain Low,Floor(Night),
1468894,1468996,102,Pause,Night,
1468996,1469033,37,Remain Low,,
1469033,1469128,95,Pause,,
1469128,1469153,25,Remain Low,,
1469153,1469159,6,Turn,Floor(Night),
1469159,1469171,12,Remain Low,Floor(Night),
1469171,1469177,6,Turn,face-front/back,Floor(Night),
1469177,1469183,6,Turn,Floor(Night),
1469183,1469195,12,Remain Low,Floor(Night),
1469195,1469207,12,Turn,face-front/back,Floor(Night),
1469207,1469339,132,Remain Low,Floor(Night),
1469339,1469360,21,Turn,Floor(Night),
1469360,1469366,6,Turn,face-front/back,Floor(Night),
1469366,1469372,6,Turn,Floor(Night),
1469372,1469402,30,Remain Low,Floor(Night),
1469402,1469411,9,Stationary,Floor(Night),
1469411,1469432,21,Remain Low,Floor(Night),
1469432,1469438,6,Turn,Floor(Night),
1469438,1469444,6,Turn,Floor(Night),
1469444,1469486,42,Remain Low,Floor(Night),
1469486,1469495,9,Stationary,Floor(Night),
1469495,1469543,48,Remain Low,Floor(Night),
1469543,1469579,36,Unknown Behavior,Floor(Night),
1469579,1469645,66,Remain Low,Floor(Night),
1469645,1469653,8,Stretch Body,Floor(Night),
1469653,1469668,15,Remain Low,Floor(Night),
1469668,1469689,21,Unknown Behavior,Floor(Night),
1469689,1470110,421,Remain Low,Floor(Night),
1470110,1470497,387,Groom,PLF,Floor(Night),
1470497,1470732,235,Remain Low,Floor(Night),
1470732,1470738,6,Turn,Floor(Night),
1470738,1470750,12,Remain Low,Floor(Night),
1470750,1470756,6,Turn,face-front/back,Floor(Night),
1470756,1470762,6,Turn,Floor(Night),
1470762,1470786,24,Remain Low,Floor(Night),
1470786,1470792,6,Turn,face-front/back,Floor(Night),
1470792,1470798,6,Remain Low,Floor(Night),
1470798,1470804,6,Turn,Floor(Night),
1470804,1471192,388,Remain Low,Floor(Night),
1471192,1471203,11,Turn,Floor(Night),
1471203,1471479,276,Remain Low,Floor(Night),
1471479,1471497,18,Turn,face-front/back,Floor(Night),
1471497,1471503,6,Turn,Floor(Night),
1471503,1472037,534,Remain Low,Floor(Night),
1472037,1472043,6,Turn,face-front/back,Floor(Night),
1472043,1472055,12,Remain Low,Floor(Night),
1472055,1472061,6,Turn,Floor(Night),
1472061,1472124,63,Remain Low,Floor(Night),
1472124,1472130,6,Turn,Floor(Night),
1472130,1472136,6,Turn,Floor(Night),
1472136,1472142,6,Turn,face-front/back,Floor(Night),
1472142,1472148,6,Remain Low,Floor(Night),
1472148,1472154,6,Turn,Floor(Night),
1472154,1472160,6,Turn,face-front/back,Floor(Night),
1472160,1472178,18,Remain Low,Floor(Night),
1472178,1472190,12,Turn,face-front/back,Floor(Night),
1472190,1472316,126,Remain Low,Floor(Night),
1472316,1472322,6,Turn,face-front/back,Floor(Night),
1472322,1472328,6,Remain Low,Floor(Night),
1472328,1472334,6,Turn,Floor(Night),
1472334,1472340,6,Turn,face-front/back,Floor(Night),
1472340,1472346,6,Turn,Floor(Night),
1472346,1472352,6,Turn,face-front/back,Floor(Night),
1472352,1472358,6,Turn,Floor(Night),
1472358,1472376,18,Turn,face-front/back,Floor(Night),
1472376,1472382,6,Remain Low,Floor(Night),
1472382,1472388,6,Turn,face-front/back,Floor(Night),
1472388,1472412,24,Turn,face-front/back,Floor(Night),
1472412,1472634,222,Remain Low,Floor(Night),
1472634,1472646,12,Turn,face-front/back,Floor(Night),
1472646,1472652,6,Remain Low,Floor(Night),
1472652,1472658,6,Turn,face-front/back,Floor(Night),
1472658,1472718,60,Remain Low,Floor(Night),
1472718,1472724,6,Turn,face-front/back,Floor(Night),
1472724,1473150,426,Remain Low,Floor(Night),
1473150,1473156,6,Turn,Floor(Night),
1473156,1473162,6,Turn,face-front/back,Floor(Night),
1473162,1473168,6,Turn,Floor(Night),
1473168,1473177,9,Turn,face-front/back,Floor(Night),
1473177,1473267,90,Remain Low,Floor(Night),
1473267,1473273,6,Turn,Floor(Night),
1473273,1473282,9,Turn,face-front/back,Floor(Night),
1473282,1473378,96,Remain Low,Floor(Night),
1473378,1473384,6,Turn,Floor(Night),
1473384,1473390,6,Turn,face-front/back,Floor(Night),
1473390,1473396,6,Remain Low,Floor(Night),
1473396,1473402,6,Turn,Floor(Night),
1473402,1474038,636,Remain Low,Floor(Night),
1474038,1474047,9,Turn,Floor(Night),
1474047,1474583,536,Remain Low,Floor(Night),
1474583,1474595,12,Stationary,Floor(Night),
1474595,1474646,51,Remain Low,Floor(Night),
1474646,1474676,30,Unknown Behavior,Floor(Night),
1474676,1474924,248,Remain Low,Floor(Night),
1474924,1474935,11,Turn,Floor(Night),
1474935,1474941,6,Turn,Floor(Night),
1474941,1475022,81,Remain Low,Floor(Night),
1475022,1475028,6,Turn,Floor(Night),
1475028,1475034,6,Remain Low,Floor(Night),
1475034,1475040,6,Turn,Floor(Night),
1475040,1475088,48,Remain Low,Floor(Night),
1475088,1475112,24,Unknown Behavior,Floor(Night),
1475112,1475190,78,Remain Low,Floor(Night),
1475190,1475208,18,Unknown Behavior,Floor(Night),
1475208,1475262,54,Remain Low,Floor(Night),
1475262,1475274,12,Stationary,Floor(Night),
1475274,1475304,30,Remain Low,Floor(Night),
1475304,1475322,18,Unknown Behavior,Floor(Night),
1475322,1475361,39,Remain Low,Floor(Night),
1475361,1475382,21,Unknown Behavior,Floor(Night),
1475382,1475451,69,Remain Low,Floor(Night),
1475451,1475481,30,Unknown Behavior,Floor(Night),
1475481,1475670,189,Remain Low,Floor(Night),
1475670,1475679,9,Stationary,Floor(Night),
1475679,1475703,24,Remain Low,Floor(Night),
1475703,1475711,8,Stretch Body,Floor(Night),
1475711,1475846,135,Remain Low,Floor(Night),
1475846,1475870,24,Stationary,Floor(Night),
1475870,1476777,907,Remain Low,Floor(Night),
1476777,1476786,9,Stationary,Floor(Night),
1476786,1477084,298,Remain Low,Floor(Night),
1477084,1477094,10,Turn,Floor(Night),
1477094,1478516,1422,Sleep,Floor(Night),
1478516,1478724,208,Twitch,Floor(Night),
1478724,1481125,2401,Sleep,Floor(Night),
1481125,1481425,300,Twitch,RightWall(Night),
1481425,1481426,1,Awaken,RightWall(Night),
1481426,1482386,960,Sleep,RightWall(Night),
1482386,1482474,88,Twitch,RightWall(Night),
1482474,1482549,75,Sleep,RightWall(Night),
1482549,1482573,24,Awaken,RightWall(Night),
1482573,1482579,6,Rear up Partially,RightWall(Night),
1482579,1482585,6,Remain Partially Reared,RightWall(Night),
1482585,1482618,33,Unknown Behavior,,
1482618,1482624,6,Remain Low,RightWall(Night),
1482624,1482721,97,Unknown Behavior,,
1482721,1482829,108,Remain Low,RightWall(Night),
1482829,1482841,12,Walk Left,RightWall(Night),
1482841,1482854,13,Remain Low,RightWall(Night),
1482854,1482865,11,Turn,face-front/back,RightWall(Night),
1482865,1482967,102,Remain Low,RightWall(Night),
1482967,1482973,6,Walk Slowly,RightWall(Night),
1482973,1482985,12,Remain Low,RightWall(Night),
1482985,1483012,27,Unknown Behavior,,
1483012,1483018,6,Remain Low,RightWall(Night),
1483018,1483024,6,Walk Slowly,Floor(Night),
1483024,1483030,6,Turn,Floor(Night),
1483030,1483036,6,Stretch Body,Floor(Night),
1483036,1483054,18,Unknown Behavior,Floor(Night),
1483054,1483060,6,Stretch Body,Floor(Night),
1483060,1483072,12,Walk Left,LeftWall(Night),
1483072,1483303,231,Remain Low,LeftWall(Night),
1483303,1483849,546,Pause,(Night),
1483849,1484230,381,Groom,PLF,LeftWall(Night),
1484230,1484231,1,Remain Low,face-front/back,LeftWall(Night),
1484231,1484609,378,Pause,Floor(Night),
1484609,1484615,6,Turn,LeftWall(Night),
1484615,1484681,66,Remain Low,LeftWall(Night),
1484681,1484687,6,Turn,Floor(Night),
1484687,1484693,6,Turn,LeftWall(Night),
1484693,1484699,6,Remain Low,LeftWall(Night),
1484699,1484705,6,Turn,LeftWall(Night),
1484705,1484711,6,Turn,LeftWall(Night),
1484711,1484717,6,Turn,face-front/back,LeftWall(Night),
1484717,1484723,6,Remain Low,LeftWall(Night),
1484723,1489175,4452,Sleep,LeftWall(Night),
1489175,1489192,17,Twitch,LeftWall(Night),
1489192,1490597,1405,Sleep,LeftWall(Night),
1490597,1490622,25,Twitch,LeftWall(Night),
1490622,1490669,47,Sleep,LeftWall(Night),
1490669,1490681,12,Twitch,Night,
1490681,1498186,7505,Sleep,LeftWall(Night),
1498186,1498215,29,Twitch,LeftWall(Night),
1498215,1505548,7333,Sleep,LeftWall(Night),
1505548,1505619,71,Twitch,LeftWall(Night),
1505619,1507123,1504,Sleep,LeftWall(Night),
1507123,1507134,11,Twitch,Night,
1507134,1514332,7198,Sleep,LeftWall(Night),
1514332,1514353,21,Twitch,LeftWall(Night),
1514353,1514402,49,Sleep,LeftWall(Night),
1514402,1514414,12,Twitch,Night,
1514414,1524060,9646,Sleep,LeftWall(Night),
1524060,1524255,195,Twitch,LeftWall(Night),
1524255,1524316,61,Sleep,LeftWall(Night),
1524316,1524335,19,Twitch,LeftWall(Night),
1524335,1524374,39,Sleep,LeftWall(Night),
1524374,1524433,59,Twitch,LeftWall(Night),
1524433,1524853,420,Sleep,LeftWall(Night),
1524853,1524865,12,Twitch,Night,
1524865,1525672,807,Sleep,LeftWall(Night),
1525672,1525910,238,Awaken,LeftWall(Night),
1525910,1525916,6,Rear up Partially,LeftWall(Night),
1525916,1525922,6,Come Down From Partially Reared,LeftWall(Night),
1525922,1525940,18,Remain Low,LeftWall(Night),
1525940,1525946,6,Turn,face-front/back,LeftWall(Night),
1525946,1525952,6,Turn,LeftWall(Night),
1525952,1526118,166,Remain Low,LeftWall(Night),
1526118,1526878,760,Groom,PLF<-HdW,LeftWall(Night),
1526878,1527770,892,Remain Low,LeftWall(Night),
1527770,1527776,6,Turn,LeftWall(Night),
1527776,1527806,30,Remain Low,LeftWall(Night),
1527806,1527812,6,Turn,LeftWall(Night),
1527812,1527818,6,Remain Low,LeftWall(Night),
1527818,1527824,6,Turn,LeftWall(Night),
1527824,1527830,6,Turn,LeftWall(Night),
1527830,1527869,39,Remain Low,LeftWall(Night),
1527946,1528352,406,Groom,PLR<-HdW,LeftWall(Night),
1528352,1528389,37,Remain Low,LeftWall(Night),
1528389,1528395,6,Turn,LeftWall(Night),
1528395,1528401,6,Turn,LeftWall(Night),
1528401,1528516,115,Remain Low,Floor(Night),
1528516,1528934,418,Groom,PLF<-HdW,LeftWall(Night),
1528934,1528983,49,Remain Low,LeftWall(Night),
1528983,1528989,6,Turn,LeftWall(Night),
1528989,1528995,6,Turn,LeftWall(Night),
1528995,1529046,51,Remain Low,LeftWall(Night),
1529046,1529055,9,Stationary,LeftWall(Night),
1529055,1529061,6,Turn,LeftWall(Night),
1529061,1529073,12,Remain Low,LeftWall(Night),
1529073,1529085,12,Turn,face-front/back,LeftWall(Night),
1529085,1529091,6,Turn,LeftWall(Night),
1529091,1529101,10,Remain Low,LeftWall(Night),
1529101,1529127,26,Turn,LeftWall(Night),
1529127,1529409,282,Remain Low,LeftWall(Night),
1529409,1529415,6,Turn,LeftWall(Night),
1529415,1529421,6,Remain Low,LeftWall(Night),
1529421,1529439,18,Turn,face-front/back,LeftWall(Night),
1529439,1529445,6,Remain Low,LeftWall(Night),
1529445,1529457,12,Turn,face-front/back,LeftWall(Night),
1529457,1529463,6,Turn,LeftWall(Night),
1529463,1529492,29,Remain Low,LeftWall(Night),
1529492,1529906,414,Groom,PLF<-HdW,LeftWall(Night),
1529906,1530374,468,Groom,PLF,Floor(Night),
1530374,1530380,6,Remain Low,Floor(Night),
1530380,1530731,351,Groom,PLF<-HdW,Floor(Night),
1530731,1530748,17,Remain Low,Floor(Night),
1530748,1530758,10,Turn,Floor(Night),
1530758,1530834,76,Remain Low,Floor(Night),
1530834,1531269,435,Groom,PLF<-HdW,Floor(Night),
1531269,1532792,1523,Remain Low,Floor(Night),
1532792,1532900,108,Pause,Floor(Night),
1532900,1533329,429,Remain Low,Floor(Night),
1533329,1533425,96,Pause,Floor(Night),
1533425,1534116,691,Remain Low,Floor(Night),
1534116,1534511,395,Groom,B_L<-PLF,Floor(Night),
1534674,1535218,544,Groom,B_L<-PLR,Floor(Night),
1535218,1535518,300,Groom,HdW,Floor(Night),
1535518,1535525,7,Remain Low,Floor(Night),
1535525,1535531,6,Turn,Floor(Night),
1535531,1535549,18,Remain Low,Floor(Night),
1535549,1535555,6,Turn,face-front/back,Floor(Night),
1535555,1535573,18,Remain Low,Floor(Night),
1535573,1535579,6,Turn,Floor(Night),
1535579,1535585,6,Remain Low,Floor(Night),
1535585,1535591,6,Turn,face-front/back,Floor(Night),
1535591,1535597,6,Remain Low,Floor(Night),
1535597,1535603,6,Turn,Floor(Night),
1535603,1535609,6,Remain Low,Floor(Night),
1535609,1535621,12,Turn,face-front/back,Floor(Night),
1535621,1535627,6,Remain Low,Floor(Night),
1535627,1535633,6,Turn,face-front/back,Floor(Night),
1535633,1535639,6,Turn,Floor(Night),
1535639,1535645,6,Turn,Floor(Night),
1535645,1535666,21,Unknown Behavior,Floor(Night),
1535666,1535684,18,Remain Low,LeftWall(Night),
1535684,1535705,21,Unknown Behavior,LeftWall(Night),
1535705,1535723,18,Remain Low,LeftWall(Night),
1535723,1535729,6,Turn,face-front/back,LeftWall(Night),
1535729,1535735,6,Turn,LeftWall(Night),
1535735,1535744,9,Turn,face-front/back,LeftWall(Night),
1535744,1535762,18,Remain Low,LeftWall(Night),
1535762,1535768,6,Walk Slowly,Floor(Night),
1535768,1535774,6,Remain Low,Floor(Night),
1535774,1535780,6,Walk Slowly,LeftWall(Night),
1535780,1535792,12,Remain Low,LeftWall(Night),
1535792,1535798,6,Walk Slowly,Floor(Night),
1535798,1535834,36,Remain Low,Floor(Night),
1535834,1535840,6,Walk Slowly,Floor(Night),
1535840,1535870,30,Remain Low,LeftWall(Night),
1535870,1535876,6,Turn,LeftWall(Night),
1535876,1535953,77,Remain Low,LeftWall(Night),
1535953,1540759,4806,Sleep,LeftWall(Night),
1540759,1540771,12,Twitch,Night,
1540771,1541552,781,Sleep,LeftWall(Night),
1541552,1541568,16,Twitch,LeftWall(Night),
1541568,1544567,2999,Sleep,LeftWall(Night),
1544567,1544580,13,Twitch,LeftWall(Night),
1544580,1545200,620,Sleep,LeftWall(Night),
1545200,1545212,12,Twitch,Night,
1545212,1545802,590,Sleep,LeftWall(Night),
1545802,1545940,138,Twitch,LeftWall(Night),
1545940,1545981,41,Sleep,LeftWall(Night),
1545981,1546014,33,Twitch,LeftWall(Night),
1546014,1546050,36,Sleep,LeftWall(Night),
1546050,1546350,300,Twitch,LeftWall(Night),
1546350,1546351,1,Awaken,LeftWall(Night),
1546351,1546367,16,Turn,face-front/back,LeftWall(Night),
1546367,1546373,6,Turn,LeftWall(Night),
1546373,1546427,54,Remain Low,LeftWall(Night),
1546427,1546433,6,Turn,face-front/back,LeftWall(Night),
1546433,1546445,12,Remain Low,LeftWall(Night),
1546445,1546451,6,Turn,LeftWall(Night),
1546451,1546457,6,Turn,face-front/back,LeftWall(Night),
1546457,1546463,6,Remain Low,LeftWall(Night),
1546463,1546469,6,Turn,LeftWall(Night),
1546469,1546475,6,Turn,LeftWall(Night),
1546475,1546487,12,Remain Low,LeftWall(Night),
1546487,1546493,6,Turn,face-front/back,LeftWall(Night),
1546493,1546499,6,Turn,LeftWall(Night),
1546499,1546505,6,Turn,LeftWall(Night),
1546505,1546511,6,Turn,face-front/back,LeftWall(Night),
1546511,1546517,6,Remain Low,LeftWall(Night),
1546517,1546523,6,Turn,face-front/back,LeftWall(Night),
1546523,1546535,12,Remain Low,LeftWall(Night),
1546535,1546541,6,Turn,LeftWall(Night),
1546541,1546553,12,Turn,face-front/back,LeftWall(Night),
1546553,1546559,6,Remain Low,LeftWall(Night),
1546559,1546571,12,Turn,face-front/back,LeftWall(Night),
1546571,1546592,21,Turn,LeftWall(Night),
1546592,1546598,6,Turn,face-front/back,LeftWall(Night),
1546598,1546604,6,Turn,LeftWall(Night),
1546604,1546653,49,Remain Low,Floor(Night),
1546653,1547130,477,Pause,Floor(Night),
1547130,1547227,97,Remain Low,Floor(Night),
1547227,1547374,147,Pause,Floor(Night),
1547374,1547414,40,Remain Low,Floor(Night),
1547414,1547456,42,Stretch Body,Floor(Night),
1547456,1547462,6,Stationary,Floor(Night),
1547462,1547492,30,Remain Low,Floor(Night),
1547492,1547504,12,Stationary,Floor(Night),
1547504,1547513,9,Turn,face-front/back,Floor(Night),
1547513,1547600,87,Remain Low,Floor(Night),
1547600,1549983,2383,Sleep,Floor(Night),
1549983,1549999,16,Twitch,Floor(Night),
1549999,1550910,911,Sleep,Floor(Night),
1550910,1550937,27,Twitch,,
1550937,1557437,6500,Sleep,Floor(Night),
1557437,1557737,300,Twitch,Floor(Night),
1557737,1557743,6,Awaken,Floor(Night),
1557743,1557774,31,Remain Low,Floor(Night),
1557774,1557780,6,Turn,Floor(Night),
1557780,1557786,6,Remain Low,Floor(Night),
1557786,1557792,6,Turn,face-front/back,Floor(Night),
1557792,1558026,234,Remain Low,Floor(Night),
1558079,1558487,408,Groom,PLF,Floor(Night),
1558487,1558547,60,Remain Low,Floor(Night),
1558547,1558756,209,Pause,Floor(Night),
1558756,1559084,328,Remain Low,face-front/back,Floor(Night),
1559084,1559093,9,Stationary,Floor(Night),
1559093,1559148,55,Remain Low,Floor(Night),
1559148,1559154,6,Turn,Floor(Night),
1559154,1559160,6,Remain Low,Floor(Night),
1559160,1559166,6,Turn,Floor(Night),
1559166,1559202,36,Remain Low,Floor(Night),
